PROBEID	SYMBOL	ENSEMBL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B	IPF.1	IPF.2	IPF.3	IPF.4	Control.1	Control.2	Control.3
TC04000254.hg.1	LIMCH1	ENSG00000064042	LIM and calponin homology domains 1	-1.17501051705841	7.94987434613372	-3.77621793651767	0.00980187912490167	0.390854588793251	-2.27101067224237	7.56688169649124	6.8348326649335	8.08797323151017	7.29550604807127	8.62208264432522	8.3564047577351	8.88543937986953
TC04000449.hg.1	BMP3	ENSG00000152785	bone morphogenetic protein 3	-1.80907452158606	7.26901058917339	-7.62160125714979	0.000311050092964045	0.241455914028082	0.707436563985284	6.17245036634533	6.40513114033554	7.11729030626633	6.27989993531312	8.3579408310211	8.34497856356667	8.20538298136564
TC04000478.hg.1	SPP1	ENSG00000118785	secreted phosphoprotein 1	2.90474852760534	7.12529824749857	3.97738758243669	0.0078078714640824	0.382813671034074	-2.05564200055442	6.97758789863281	8.46134048431564	8.51370765732104	9.52812585419108	4.39194157530582	6.36982754100977	5.6345567217138
TC04000609.hg.1	SYNPO2	ENSG00000172403	synaptopodin 2	1.40422312752086	7.72367611381137	3.81858778289721	0.00933857566570868	0.390137777223824	-2.22503243365827	8.06106087416682	8.97017887267087	8.55203289170904	7.71867146387737	7.45234387128212	6.74784837910334	6.56359644387004
TC04000643.hg.1	HSPA4L	ENSG00000164070	heat shock protein family A (Hsp70) member 4 like	0.923896023368118	4.58827400708675	6.13868568563791	0.000967112083577523	0.282791007712306	-0.187000311955092	4.70948938800865	5.29977835540652	5.10520959118709	4.82244044809008	4.1255073404954	3.99333321298446	4.06215971343505
TC04000706.hg.1	HHIP	ENSG00000164161	hedgehog interacting protein	-2.61385537951239	6.33989407550508	-4.96945598055332	0.00277552112729039	0.31190505499635	-1.10117568977323	5.35970484918046	4.29141705220102	6.20253718788679	5.0250222764451	8.05461674048529	7.09274807100289	8.353212351334
TC04000804.hg.1	RXFP1	ENSG00000171509	relaxin family peptide receptor 1	-0.818361237803151	3.80299505092157	-5.18907138707594	0.00224838099266131	0.308075708946888	-0.913112329164615	3.40213656111057	3.43757920319976	3.70658475070087	3.26277470958397	4.37171308175853	3.96703960826901	4.47313744182829
TC04000887.hg.1	WWC2	ENSG00000151718	WW and C2 domain containing 2	-1.46110830896255	7.06731589829641	-4.69376020408766	0.0036484013971967	0.33343527279086	-1.34884279312444	6.67568411646416	6.13619247937707	6.94596149417383	6.00666840209193	7.99935068633741	7.43066471825638	8.27668939137409
TC04000916.hg.1	F11	ENSG00000088926	coagulation factor XI	-1.05938188289943	4.08882862548989	-10.9307693520201	4.32724837695078e-05	0.241455914028082	1.989695309237	3.73535725330894	3.56417982955652	3.7240427332101	3.51565145805638	4.51622618566809	4.84590300695551	4.72043991167366
TC04001089.hg.1	LGI2	ENSG00000153012	leucine rich repeat LGI family member 2	1.41358815602387	5.69516528202962	4.33822737053099	0.00527259759421727	0.354513439855	-1.68797990105468	6.71517298893924	6.61708535069508	5.4734210981866	6.39827567205278	4.81316281746795	5.12687195417362	4.72216709269209
TC04001152.hg.1	ATP8A1	ENSG00000124406	ATPase phospholipid transporting 8A1	-1.03685839638129	7.09607349900765	-4.2510420615812	0.00578696320026464	0.361051175582872	-1.77462674547554	6.52864902498645	6.08356291197054	7.06772236193782	6.92688816048213	7.71920920843659	7.63354108770716	7.71294173753285
TC04001466.hg.1	CFI	ENSG00000205403	complement factor I	0.974434782631479	7.41739969196829	5.23413398797291	0.00215492392876769	0.305728016392511	-0.87550818180171	7.65640277759586	8.22393087219596	7.59317723715716	7.86654750829245	7.01551091194481	6.96405608168673	6.60217245490509
TC04001657.hg.1	SFRP2	ENSG00000145423	secreted frizzled related protein 2	1.96045643425598	8.56676378573099	4.23474605778637	0.00588926140954925	0.361711020306269	-1.79097606118415	8.79214354635493	10.2367267515453	8.85229663630979	9.74667066743845	7.72614283165887	7.81927845166842	6.79408761514113
TC04001682.hg.1	GASK1B	ENSG00000164125	golgi associated kinase 1B	0.941583791104999	5.74132250212721	4.026651369645	0.00739185232667313	0.380282394807173	-2.00403620076489	5.86410956610945	6.73979884805683	5.86268997214349	6.11283526409336	5.12326572346783	5.34423500245415	5.14232313856538
TC04002094.hg.1	PTPN13	ENSG00000163629	protein tyrosine phosphatase non-receptor type 13	-0.8199716393902	8.44547572457648	-4.24916336024824	0.00579865392180478	0.361051175582872	-1.7765091156877	8.39959845446576	7.75005537408943	8.30606187457214	7.92052152765255	9.08840644086353	8.69003382723017	8.96365257316181
TC04002100.hg.1	SPP1	ENSG00000118785	secreted phosphoprotein 1	3.21223659803383	7.8596605499337	4.10599642590735	0.00677313158200999	0.380282394807173	-1.92185880164666	7.75170645502944	9.38833042853783	9.37624224377829	10.4290543833044	4.83745865167765	7.01082632258018	6.22400536462814
TC04002146.hg.1	ANK2	ENSG00000145362	ankyrin 2	1.39137295044966	6.5244121515624	3.98841447866268	0.00771251653352022	0.382813671034074	-2.04405204444082	7.75653177036913	7.51917328529221	6.70186306996874	6.50529125281895	5.86290465675377	5.84491311310577	5.48020791262824
TC04002167.hg.1	SYNPO2	ENSG00000172403	synaptopodin 2	1.42065790602993	5.95177280705213	4.44597917734128	0.00470682742765801	0.354513439855	-1.58280206559184	6.31794552077228	7.17258141409081	6.80683580034185	5.94514204619775	5.38718620710397	4.856757433912	5.17596122694625
TC04002651.hg.1	SLC39A8	ENSG00000138821	solute carrier family 39 member 8	-1.60887904130204	9.27022318411582	-5.63063078210053	0.00149922372515734	0.305166707401455	-0.558567223708399	8.71871383784517	8.20693554384133	9.0801982758852	8.31696672237377	10.4148866852982	9.71786093635461	10.4360002872124
TC04002924.hg.1	SLC39A8	ENSG00000138821	solute carrier family 39 member 8	-1.40861851799365	7.91986814299037	-5.31893539166014	0.00199082823648031	0.305728016392511	-0.805634394240005	7.54805714055425	6.9572289118716	7.73331507772596	7.02609683953485	9.04959292782531	8.34076941183758	8.78401669158305
TC05000084.hg.1	OTULINL	ENSG00000145569	OTU deubiquitinase with linear linkage specificity like	-1.19767459338074	6.958474070946	-4.47049254451956	0.00458791311281802	0.354513439855	-1.55916718231786	6.60065424817801	6.01391304147455	7.00044639655343	6.16572615178246	7.60924889541997	7.41958616908584	7.89974359412773
TC05000135.hg.1	PDZD2	ENSG00000133401	PDZ domain containing 2	-1.17827563496287	6.66587064480871	-9.31202916746115	0.000105014747758227	0.241455914028082	1.45925693286167	6.09806045357622	6.09964670854928	6.45384126594493	5.9920330626566	7.45953758778347	7.19313638576893	7.3648390493815
TC05000144.hg.1	NPR3	ENSG00000113389	natriuretic peptide receptor 3	-1.4192220586981	6.46370659782446	-4.07428172740226	0.00701316940496319	0.380282394807173	-1.95456654686097	5.36894515744985	5.83670640277683	6.6522850649328	5.56393766551307	6.94183546523067	7.64573863760589	7.23649779126214
TC05000232.hg.1	GPX8	ENSG00000164294	glutathione peroxidase 8 (putative)	1.36376231891273	6.28675594169386	5.07227086840783	0.00251294289651832	0.31190505499635	-1.01213264033321	7.48822874815569	7.01282146119715	6.60382737888611	6.38002443952975	5.56116391435801	5.46027383435231	5.500951815378
TC05000412.hg.1	VCAN	ENSG00000038427	versican	1.42786796770774	8.29751881769602	5.56516505018653	0.00158971243816978	0.305728016392511	-0.609210510703061	9.03742805453409	9.19687551823383	8.30582721355613	9.09771814338756	7.76901479779205	7.21205396210394	7.46371403426452
TC05000442.hg.1	ADGRV1	ENSG00000164199	adhesion G protein-coupled receptor V1	-0.988576150183795	4.56449986460484	-4.7916645954881	0.00330687157656565	0.322604548291518	-1.25938787522007	4.20179555730129	3.67555402549824	4.55203490733292	4.13391299654325	5.22158050309331	4.98150371993535	5.1851173425295
TC05000734.hg.1	VTRNA1-1	ENSG00000199990	vault RNA 1-1	1.23067285960779	6.71132163838089	3.76036342591328	0.00998180523399732	0.392050774906698	-2.28829987814028	6.82447348012508	6.92091219232615	8.00718852597698	7.20243725728013	6.12404798097198	5.64957833917061	6.25061369281531
TC05001151.hg.1	SEMA5A	ENSG00000112902	semaphorin 5A	-0.997716840143316	7.88568638408163	-4.85023180636194	0.00311999701232094	0.320535314275204	-1.2066712464615	7.8734433813827	7.26241197297132	7.53198016820465	7.16453828780787	8.18512791325703	8.52798971778595	8.65431324716189
TC05001289.hg.1	LIFR	ENSG00000113594	LIF receptor subunit alpha	-1.39803603904212	7.62732014193259	-4.74218497775738	0.00347470938393665	0.326727764663476	-1.30438813989241	7.21043013374363	6.96241638253128	7.57053979581027	6.36926104585868	8.20814975349846	8.41894600531059	8.6514978767752
TC05001419.hg.1	CD180	ENSG00000134061	CD180 molecule	1.65899404879611	6.07719499096862	3.83366072112632	0.00917970534268813	0.390137777223824	-2.20875515950248	6.46097594467155	6.94084716037317	6.02434144870885	7.72660520805712	5.21134140314986	5.44766597328932	4.7285877985305
TC05001502.hg.1	F2RL2	ENSG00000164220	coagulation factor II thrombin receptor like 2	0.8920635001659	5.00013352496538	4.0352980863029	0.00732143256545827	0.380282394807173	-1.99502454057469	4.97688098492306	5.84562469180274	5.17989842898884	5.527381708717	4.32337176869118	4.53726696548513	4.61051012614972
TC05001610.hg.1	ELL2	ENSG00000118985	elongation factor for RNA polymerase II 2	1.06151956301218	7.60433980425427	3.98408122243839	0.0077498315029917	0.382813671034074	-2.04860389542474	8.21173206369292	7.85527790889435	7.56064928429452	8.60944778244188	7.06708863280289	6.76015847937638	7.16602447827694
TC05002202.hg.1	IRX1	ENSG00000170549	iroquois homeobox 1	-0.809975511949292	6.26500385633626	-6.055591664021	0.00103700126585959	0.282791007712306	-0.245251581165709	5.77936357862378	5.71507552250894	6.11482816065486	6.06221871450154	6.92136860037427	6.65459986984797	6.60757254784248
TC05002411.hg.1	LOC101928858	ENSG00000249364	uncharacterized LOC101928858	-1.1857092956158	5.16395487745145	-3.95545208509291	0.0080015187050473	0.386240200548589	-2.07876417479904	4.38182899692421	4.52959547923259	5.05472056662436	4.6570299602547	6.39439887861032	5.26100175578589	5.8691085047281
TC05002434.hg.1	MAP1B	ENSG00000131711	microtubule associated protein 1B	1.42307020948634	8.47787335284213	3.88749261916288	0.00863651934100407	0.390137777223824	-2.15096259846263	9.96613701515022	9.17266689383641	8.74331127062654	8.46892716230334	7.6825713806378	7.81716768833169	7.49433205900888
TC05002502.hg.1	ADGRV1	ENSG00000164199	adhesion G protein-coupled receptor V1	-1.17809694749847	4.88125696724888	-4.72158210144514	0.00354743429110261	0.328771591418943	-1.32325171296032	4.43181241078937	3.81728662790793	4.88067215532405	4.37566190783395	5.68570566972769	5.38156819319663	5.59609180596257
TC05002857.hg.1	SEMA5A	ENSG00000112902	semaphorin 5A	-1.25898223109727	7.84639181954325	-4.99535253811572	0.0027065527193115	0.31190505499635	-1.07858047974967	7.72223646240694	6.98509337308395	7.52348354345346	6.99649864591907	8.32814762144608	8.43231165251044	8.93697143798284
TC05003035.hg.1	CD180	ENSG00000134061	CD180 molecule	1.83183942688768	6.24157507070617	3.98196577391589	0.00776812185934674	0.382813671034074	-2.05082731612607	6.80939364660835	7.16804880125174	6.15035982092333	7.97879417442013	5.04250926950612	5.67665365446391	4.8652661277696
TC05003066.hg.1	ZNF366	ENSG00000178175	zinc finger protein 366	-1.08423529254738	5.85034478881787	-6.14603554339814	0.000961195400729319	0.282791007712306	-0.181893702294184	5.47985664942213	5.35935379669683	5.47414678188213	5.22933285433205	6.09349106974227	6.49297615985559	6.82325620979412
TC06000108.hg.1	MYLIP	ENSG00000007944	myosin regulatory light chain interacting protein	-1.17915564921602	8.36914735625879	-4.45884586589961	0.0046439818104362	0.354513439855	-1.57038298871704	7.65954330016945	8.02702723960504	8.00678546698237	7.76182373390797	9.52862687254348	8.45210463273245	9.14812024787075
TC06000108.hg.1	MIR4639	ENSG00000263712	microRNA 4639	-1.17915564921602	8.36914735625879	-4.45884586589961	0.0046439818104362	0.354513439855	-1.57038298871704	7.65954330016945	8.02702723960504	8.00678546698237	7.76182373390797	9.52862687254348	8.45210463273245	9.14812024787075
TC06001029.hg.1	ARFGEF3	ENSG00000112379	ARFGEF family member 3	-0.848280352637402	6.59378081782171	-4.13277222598938	0.00657765711375856	0.377698319364407	-1.89438866389168	6.26430763269876	5.82545746562898	6.71473779737326	6.11642548535029	7.10152550797809	7.01703287010264	7.11697896561994
TC06001057.hg.1	STX11	ENSG00000135604	syntaxin 11	-0.925134219086915	8.13056540454942	-3.87616497171765	0.00874776031136665	0.390137777223824	-2.16307943504464	7.60881101519443	8.21126221838076	7.89776069004463	7.21848331900028	8.77523659506148	8.5307590402047	8.67164495395963
TC06001156.hg.1	SLC22A3	ENSG00000146477	solute carrier family 22 member 3	-1.14887954324523	6.8773731408799	-4.10945396803031	0.0067475261844096	0.380282394807173	-1.9183041861007	6.69822939619857	5.79207462429482	6.73198348454341	6.31769727006242	7.86778751926746	7.23414237922754	7.4996973125651
TC06001246.hg.1	F13A1	ENSG00000124491	coagulation factor XIII A chain	0.98774817250589	9.51282280779974	4.33807320836855	0.00527346030821998	0.354513439855	-1.6881318888526	10.1079040823879	10.3878481483444	9.48045133452831	9.768370247377	9.09631362518514	8.95510017904419	8.79377203773122
TC06001514.hg.1	SFTA2	ENSG00000196260	surfactant associated 2	-1.31378507162943	7.95087883547478	-3.82574529475863	0.00926275439395347	0.390137777223824	-2.21729783648744	7.79662158033642	6.72040034359033	7.71419140443687	7.32009903359935	9.24316450402108	8.36244442146931	8.49923056087013
TC06001514.hg.1	SFTA2	ENSG00000237814	surfactant associated 2	-1.31378507162943	7.95087883547478	-3.82574529475863	0.00926275439395347	0.390137777223824	-2.21729783648744	7.79662158033642	6.72040034359033	7.71419140443687	7.32009903359935	9.24316450402108	8.36244442146931	8.49923056087013
TC06001514.hg.1	SFTA2	ENSG00000230072	surfactant associated 2	-1.31378507162943	7.95087883547478	-3.82574529475863	0.00926275439395347	0.390137777223824	-2.21729783648744	7.79662158033642	6.72040034359033	7.71419140443687	7.32009903359935	9.24316450402108	8.36244442146931	8.49923056087013
TC06001514.hg.1	SFTA2	ENSG00000224246	surfactant associated 2	-1.31378507162943	7.95087883547478	-3.82574529475863	0.00926275439395347	0.390137777223824	-2.21729783648744	7.79662158033642	6.72040034359033	7.71419140443687	7.32009903359935	9.24316450402108	8.36244442146931	8.49923056087013
TC06001514.hg.1	SFTA2	ENSG00000206465	surfactant associated 2	-1.31378507162943	7.95087883547478	-3.82574529475863	0.00926275439395347	0.390137777223824	-2.21729783648744	7.79662158033642	6.72040034359033	7.71419140443687	7.32009903359935	9.24316450402108	8.36244442146931	8.49923056087013
TC06001514.hg.1	SFTA2	ENSG00000225454	surfactant associated 2	-1.31378507162943	7.95087883547478	-3.82574529475863	0.00926275439395347	0.390137777223824	-2.21729783648744	7.79662158033642	6.72040034359033	7.71419140443687	7.32009903359935	9.24316450402108	8.36244442146931	8.49923056087013
TC06001768.hg.1	CLIC5	ENSG00000112782	chloride intracellular channel 5	-1.44829910907534	6.54778563442713	-5.52290733330481	0.00165144414922386	0.305728016392511	-0.642248707307962	6.02419199115832	5.57973661148302	6.46644849219185	5.63796697017474	7.37630833385565	7.07572784018667	7.67411920193963
TC06001773.hg.1	PLA2G7	ENSG00000146070	phospholipase A2 group VII	2.51944318595078	7.31427269875058	4.96022066302649	0.0028005995789229	0.31190505499635	-1.10926109576966	8.62014832745924	8.1829590258848	8.09736024491714	8.67566865837104	4.77547680860629	6.92012832326335	5.92816750275218
TC06002090.hg.1	SOGA3	ENSG00000255330	SOGA family member 3	-1.25524675622406	5.88563476181875	-4.46896312586153	0.00459523205292131	0.354513439855	-1.56063862762726	5.4256258735608	4.95206230517148	5.82082775964458	5.19217152679976	7.01868120827068	6.15577674912937	6.63429791015457
TC06002090.hg.1	SOGA3	ENSG00000214338	SOGA family member 3	-1.25524675622406	5.88563476181875	-4.46896312586153	0.00459523205292131	0.354513439855	-1.56063862762726	5.4256258735608	4.95206230517148	5.82082775964458	5.19217152679976	7.01868120827068	6.15577674912937	6.63429791015457
TC06002090.hg.1	KIAA0408	ENSG00000189367	KIAA0408	-1.25524675622406	5.88563476181875	-4.46896312586153	0.00459523205292131	0.354513439855	-1.56063862762726	5.4256258735608	4.95206230517148	5.82082775964458	5.19217152679976	7.01868120827068	6.15577674912937	6.63429791015457
TC06002113.hg.1	MOXD1	ENSG00000079931	monooxygenase DBH like 1	1.5399949371098	7.14549894976139	3.7690663530728	0.00988258681909378	0.392050774906698	-2.27880372363131	8.59425303647261	7.33606513775415	7.8042469275233	7.48742201805515	6.04488388974041	6.94332519439143	5.80829644439268
TC06002330.hg.1	THBS2	ENSG00000186340	thrombospondin 2	2.3480877488013	7.99990287203063	9.54276758128449	9.17986248702255e-05	0.241455914028082	1.54466076266058	9.3163523861754	9.24275738429212	8.62797113088119	8.83782387043318	6.78264548678778	6.95293431170287	6.23883553394186
TC06002355.hg.1	OR2J2	ENSG00000204700	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002355.hg.1	OR2J2	ENSG00000226347	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002355.hg.1	OR2J2	ENSG00000225550	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002355.hg.1	OR2J2	ENSG00000226000	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002355.hg.1	OR2J2	ENSG00000231676	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002355.hg.1	OR2J2	ENSG00000196231	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002355.hg.1	OR2J2	ENSG00000232945	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002355.hg.1	OR2J2	ENSG00000234746	olfactory receptor family 2 subfamily J member 2	0.855864721594231	6.6719989284757	3.7823487327218	0.0097332774428995	0.390137777223824	-2.26433741454723	7.02976457451269	6.69980065145023	7.4053573846071	7.02026976892289	5.76885772688143	6.35925406208057	6.420688330875
TC06002799.hg.1	VEGFA	ENSG00000112715	vascular endothelial growth factor A	-0.872502674889773	8.2263333169405	-4.68981196350708	0.00366299249939081	0.334041026862924	-1.35248545789317	7.66238433880525	8.16909460762428	7.93729784346906	7.64083760662379	8.96717307774921	8.42040900420807	8.78713674010382
TC06003665.hg.1	CLIC5	ENSG00000112782	chloride intracellular channel 5	-2.88771550877255	6.13209663956075	-4.82593488668313	0.00319602557701193	0.321711104812538	-1.22846910842566	4.87189754510165	4.41054369277659	6.24922432866707	4.04635154808759	7.84565473216334	7.13097218854659	8.37003244158241
TC06004049.hg.1	AGER	ENSG00000204305	advanced glycosylation end-product specific receptor	-2.29810612623814	8.44098641684742	-4.06827971912928	0.00705966533987971	0.380282394807173	-1.96077732344296	7.48731406767312	6.56748674185959	8.81190395123565	6.95763040449882	10.1243659071834	9.35412436174828	9.78407948373308
TC06004049.hg.1	AGER	ENSG00000231268	advanced glycosylation end-product specific receptor	-2.29810612623814	8.44098641684742	-4.06827971912928	0.00705966533987971	0.380282394807173	-1.96077732344296	7.48731406767312	6.56748674185959	8.81190395123565	6.95763040449882	10.1243659071834	9.35412436174828	9.78407948373308
TC06004049.hg.1	AGER	ENSG00000229058	advanced glycosylation end-product specific receptor	-2.29810612623814	8.44098641684742	-4.06827971912928	0.00705966533987971	0.380282394807173	-1.96077732344296	7.48731406767312	6.56748674185959	8.81190395123565	6.95763040449882	10.1243659071834	9.35412436174828	9.78407948373308
TC06004049.hg.1	AGER	ENSG00000237405	advanced glycosylation end-product specific receptor	-2.29810612623814	8.44098641684742	-4.06827971912928	0.00705966533987971	0.380282394807173	-1.96077732344296	7.48731406767312	6.56748674185959	8.81190395123565	6.95763040449882	10.1243659071834	9.35412436174828	9.78407948373308
TC06004049.hg.1	AGER	ENSG00000230514	advanced glycosylation end-product specific receptor	-2.29810612623814	8.44098641684742	-4.06827971912928	0.00705966533987971	0.380282394807173	-1.96077732344296	7.48731406767312	6.56748674185959	8.81190395123565	6.95763040449882	10.1243659071834	9.35412436174828	9.78407948373308
TC06004049.hg.1	AGER	ENSG00000206320	advanced glycosylation end-product specific receptor	-2.29810612623814	8.44098641684742	-4.06827971912928	0.00705966533987971	0.380282394807173	-1.96077732344296	7.48731406767312	6.56748674185959	8.81190395123565	6.95763040449882	10.1243659071834	9.35412436174828	9.78407948373308
TC06004049.hg.1	AGER	ENSG00000234729	advanced glycosylation end-product specific receptor	-2.29810612623814	8.44098641684742	-4.06827971912928	0.00705966533987971	0.380282394807173	-1.96077732344296	7.48731406767312	6.56748674185959	8.81190395123565	6.95763040449882	10.1243659071834	9.35412436174828	9.78407948373308
TC06004077.hg.1	CFB	ENSG00000243649	complement factor B	1.49191466375149	7.18849079479458	5.29381945507006	0.00203789181620247	0.305728016392511	-0.826208468681768	7.51871226293843	8.56898926821242	7.45150714430697	7.77232249872306	6.33826798681266	6.34227875390928	6.32735764865925
TC06004077.hg.1	CFB	ENSG00000242335	complement factor B	1.49191466375149	7.18849079479458	5.29381945507006	0.00203789181620247	0.305728016392511	-0.826208468681768	7.51871226293843	8.56898926821242	7.45150714430697	7.77232249872306	6.33826798681266	6.34227875390928	6.32735764865925
TC06004077.hg.1	CFB	ENSG00000204359	complement factor B	1.49191466375149	7.18849079479458	5.29381945507006	0.00203789181620247	0.305728016392511	-0.826208468681768	7.51871226293843	8.56898926821242	7.45150714430697	7.77232249872306	6.33826798681266	6.34227875390928	6.32735764865925
TC06004077.hg.1	CFB	ENSG00000243570	complement factor B	1.49191466375149	7.18849079479458	5.29381945507006	0.00203789181620247	0.305728016392511	-0.826208468681768	7.51871226293843	8.56898926821242	7.45150714430697	7.77232249872306	6.33826798681266	6.34227875390928	6.32735764865925
TC06004077.hg.1	CFB	ENSG00000241534	complement factor B	1.49191466375149	7.18849079479458	5.29381945507006	0.00203789181620247	0.305728016392511	-0.826208468681768	7.51871226293843	8.56898926821242	7.45150714430697	7.77232249872306	6.33826798681266	6.34227875390928	6.32735764865925
TC06004077.hg.1	CFB	ENSG00000239754	complement factor B	1.49191466375149	7.18849079479458	5.29381945507006	0.00203789181620247	0.305728016392511	-0.826208468681768	7.51871226293843	8.56898926821242	7.45150714430697	7.77232249872306	6.33826798681266	6.34227875390928	6.32735764865925
TC06004077.hg.1	CFB	ENSG00000241253	complement factor B	1.49191466375149	7.18849079479458	5.29381945507006	0.00203789181620247	0.305728016392511	-0.826208468681768	7.51871226293843	8.56898926821242	7.45150714430697	7.77232249872306	6.33826798681266	6.34227875390928	6.32735764865925
TC07000111.hg.1	TSPAN13	ENSG00000106537	tetraspanin 13	-1.31983388385951	9.48745247661442	-5.21486642360126	0.00219432988678215	0.306833148068748	-0.891546228534404	9.28421046459051	8.36850346917829	9.18256978600165	8.85195381435663	10.3689171909679	9.95210736848053	10.4039052427254
TC07000536.hg.1	STEAP1	ENSG00000164647	STEAP family member 1	1.95295628314357	6.28389630977263	6.50280503953811	0.000718331493454905	0.271674807951651	0.0572904725666836	7.06903267163026	7.8349017537724	6.62123695932671	6.95833891117869	5.38543384463156	5.19584017195302	4.92248985591575
TC07000537.hg.1	STEAP2	ENSG00000157214	STEAP2 metalloreductase	1.31809586087836	6.93260351517093	4.20505992557517	0.00608090159085965	0.367773513664632	-1.82088425305279	7.60070372300718	8.21997702517711	7.12617364068041	7.04315257618193	6.41455043521477	6.15467578079955	5.96899142513558
TC07000559.hg.1	COL1A2	ENSG00000164692	collagen type I alpha 2 chain	1.32001980453603	9.48180451149298	5.03229154496609	0.00261152862331781	0.31190505499635	-1.04654603813997	10.567340638361	10.0195402517088	9.56581654707904	10.0374117023134	8.42255061975172	9.02382075020405	8.73615107103284
TC07000565.hg.1	PPP1R9A	ENSG00000158528	protein phosphatase 1 regulatory subunit 9A	-0.908715695894421	5.99536110605315	-4.47941694739317	0.00454546819390798	0.354513439855	-1.55058945104279	5.47631169937506	5.22148050784166	5.9162009507127	5.80965293046418	6.6203692869874	6.25006427434817	6.67344809264289
TC07000582.hg.1	LMTK2	ENSG00000164715	lemur tyrosine kinase 2	-0.890707480331365	7.25094286807452	-6.64201074721786	0.000643356001030437	0.252225615768465	0.146150194134309	6.8359197286222	6.88044830471291	7.09477776208911	6.66569856773437	7.90839216696665	7.52514741736023	7.84621612903615
TC07000704.hg.1	LRRN3	ENSG00000173114	leucine rich repeat neuronal 3	-0.873305573816958	5.12814485768992	-4.17826195106477	0.00625995149305775	0.372293288726532	-1.84802139715903	4.92955139902146	4.63510101650714	4.96233856683509	4.48849317899549	5.70001214585783	5.2252720921266	5.95624560448583
TC07000796.hg.1	AHCYL2	ENSG00000158467	adenosylhomocysteinase like 2	-0.815763543907752	7.67927797820408	-5.75831003568771	0.0013392015385435	0.301541702407166	-0.461656186814462	7.44637241059951	7.05263685536048	7.31108910748803	7.50856174981216	8.34492861013583	8.1364860890263	7.95487102500625
TC07001002.hg.1	GIMAP8	ENSG00000171115	GTPase, IMAP family member 8	-0.817215521959787	7.57576403533852	-4.13154899244344	0.0065864475421195	0.377698319364407	-1.89564074406597	7.04809476065201	7.05658745041829	7.61576293256667	7.18167010292888	7.70797409312937	8.15430602555912	8.26595288211527
TC07001152.hg.1	ETV1	ENSG00000006468	ETS variant transcription factor 1	-0.857749038367738	6.62145328876826	-4.10004166813191	0.00681748724799129	0.380282394807173	-1.92798589992061	6.47498662852471	5.79349727285191	6.62037734946477	6.12652498131551	7.00258696653114	7.11331308030323	7.21888674238652
TC07001185.hg.1	RAPGEF5	ENSG00000136237	Rap guanine nucleotide exchange factor 5	-0.837398947689422	6.62809899491243	-4.47607227471368	0.00456132332709146	0.354513439855	-1.55380252121136	6.50248472675005	6.01507841243577	6.60940362978483	5.94988815749722	7.13879367854376	7.02244921748428	7.15859514189112
TC07001548.hg.1	GSAP	ENSG00000186088	gamma-secretase activating protein	-0.813654588584422	6.29027114809137	-4.94461481558969	0.00284356606780388	0.31190505499635	-1.12295667271994	5.90386954073097	5.6921615468939	6.25174626047407	5.91847080669326	6.73752192222472	6.53187224239393	6.99625571722876
TC07001562.hg.1	HGF	ENSG00000019991	hepatocyte growth factor	0.900846517352423	6.8656043447293	7.67523239480407	0.000299601556041594	0.241455914028082	0.73518856574	7.36341840415671	7.4456891882454	7.0187830657209	7.17883503625549	6.28403296448016	6.28449728582244	6.483974468424
