baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ECHDC1	1177.65599135769	-0.302628856758133	0.0613435522226298	-4.93334418684825	8.0833529200368e-07	3.62865700756983e-06
LRRFIP2	1884.29907444779	-0.0352839642368202	0.0369315005739992	-0.955389401687649	0.33938081160358	0.45305832364944
SEC22C	1951.0774969134	-0.389172186479744	0.0354375527883498	-10.9819148292792	4.66920261880542e-28	2.06507470840588e-26
XYLB	68.3479245344815	0.170464797594746	0.0729619964543719	2.33635050956081	0.0194729810537283	0.0397254777003326
HDAC6	1471.57699149098	-0.0396056038763594	0.0629974404768544	-0.628685920833732	0.529554697224952	0.645783211025813
OR1I1	17.0290563136089	-0.147388621279856	0.0724142880865852	-2.03535276220109	0.0418153907723098	0.0774672893012637
GABRP	109.282436075784	0.340049782443951	0.126703512312947	2.68382285728636	0.00727856602353913	0.0164397933483957
CDC6	23.5308451376254	0.515992409660839	0.200275955256287	2.57640718278207	0.009983300462372	0.0218170498212258
UPRT	246.283875875123	-0.190311246146243	0.0576685528059624	-3.30008708188991	0.000966548318753223	0.00262838520846974
CDC23	146.280851791705	0.0455338362006207	0.0655734202270677	0.69439471119466	0.487434709558408	0.605111981153434
AAAS	1087.20700387472	0.157388144961506	0.0654929197029996	2.40313221147015	0.0162553092462319	0.0337745380484258
CBX5	82.5286597275316	-0.0506049673533136	0.076191431381216	-0.664181869744865	0.506573915920081	0.624412944735748
FMO2	779.770009130201	-0.832173304091701	0.159164749573522	-5.22837692593044	1.71004608953357e-07	8.41577299788393e-07
SUCO	234.636765294026	-0.0482051330462144	0.0540390704353004	-0.892042232738426	0.372370296124021	0.489254068984589
MSH2	419.583392037276	0.00217284758244819	0.0587711030044083	0.0369713595861083	0.97050784186124	0.984285774263872
MAP3K1	172.263516939515	0.0260959104120072	0.109666325651828	0.237957369838918	0.811914158488466	0.88539656712622
DHPS	1608.4770487549	0.0363199414055698	0.061126031652988	0.594181241991265	0.552390897478333	0.666916630187447
HOOK2	1843.03569567605	0.229520080136168	0.0692180897839385	3.31589734493693	0.000913493774237652	0.00249794544452143
NXPE1	2.22239491985549	1.1389277496826	0.215084154347131	5.29526572117654	1.18843469508209e-07	5.97001991184248e-07
ARCN1	1425.14354341978	0.11224951340218	0.0549902176263186	2.04126330550212	0.0412246623117708	0.0765152528777731
EPB41L4B	345.95880148218	0.388805397164027	0.113959781270645	3.41177732028678	0.000645408135431914	0.00181570928236441
TMEM38B	108.179456555519	0.142925138678535	0.113595331254924	1.25819553585166	0.208321049048937	0.305400000539242
PSMD5	138.413834279145	-0.0188559007304636	0.082092618265947	-0.229690575459271	0.818332218826291	0.889961538590935
PTGS1	108.503231783265	0.592117977651594	0.166589562032533	3.55435220806908	0.000378911406158986	0.00111474062266205
NUP188	1055.59140714603	0.109323480769146	0.0408107480390877	2.67879139741418	0.00738884096051327	0.0166666660533914
CRAT	243.640156419394	0.152432905417957	0.0518487529807544	2.93995316482419	0.00328261861286362	0.00800253592564793
SH2D3C	2015.90283262585	-1.38838544380734	0.100002059236464	-13.8835685425675	7.96762640306244e-44	1.41535397780877e-41
NANS	307.826368214931	0.211601778097067	0.0501543720292941	4.21900962040707	2.45377804128487e-05	8.79643821373158e-05
TBC1D2	850.257564873676	-0.119754635429367	0.0784746728104133	-1.52602911411535	0.127002613986754	0.202068818227496
WHRN	349.703402613254	1.07418953197448	0.11709891072218	9.17335204358158	4.58534034822648e-20	9.87595475463283e-19
PDE6C	24.8875779697989	-0.0704482128554979	0.125705434002066	-0.560422971486977	0.575190966583532	0.687128431327645
CWF19L1	555.422787165646	-0.0370374118750491	0.0377666066507849	-0.980692075873312	0.32674461271882	0.439536902055322
SEMA4G	347.150851786532	0.00323245402439595	0.0785118064231439	0.0411715660568865	0.96715912144492	0.982487442578871
BTAF1	459.891173831875	-0.108124241665295	0.07700885696897	-1.40404942913077	0.160304131056562	0.245443494702594
IKZF5	474.163037865391	-0.303463988933343	0.0482967060993673	-6.28332682375867	3.31403337746543e-10	2.31945030230714e-09
BLNK	383.425609105584	0.647181390285617	0.088269772974549	7.33185742385698	2.26984511745334e-13	2.35861566187965e-12
TLL2	4.58823618187598	0.904627067835961	0.173630399917294	5.21007305326062	1.88766290072476e-07	9.20729299799116e-07
CYP26A1	8.09247610289409	0.524864709450616	0.188177302888787	2.78920306218233	0.00528379243215476	0.012329950762486
TDRD1	6.2670337620078	0.430257986135675	0.124824054752336	3.44691563648812	0.000567025615782415	0.00161221978438622
SORBS1	1560.33864117099	0.235573852096586	0.0992777324349597	2.37287704219996	0.0176501384827096	0.0363567512953616
CRTAC1	485.2663009877	-1.78325317323256	0.152175571980311	-11.7183931036138	1.0259963841875e-31	6.13361684546962e-30
BAMBI	23.4680185755156	-0.139715181235414	0.178183468973403	-0.784108548567257	0.432976419782867	0.5521211582546
IL11	68.1565149567527	2.6180825941005	0.197989172539764	13.2233624723831	6.43228782483581e-40	8.693842935423e-38
MYO3A	0.939802474059741	0.255715625656383	0.257653983381165	0.992476895954238	0.320964944446669	0.433199761682158
WAC	2945.57878002323	-0.272551343210571	0.0360954679578353	-7.55084664725639	4.32437784140354e-14	4.89431404720017e-13
CREM	2575.70791082721	0.489546725510175	0.126646199504714	3.86546716304701	0.000110876766543961	0.000355889425155389
NUBP2	1221.24937592083	-0.0281188716112112	0.0442397639047693	-0.63560175573586	0.525036024840829	0.641825398828886
TPSD1	608.574414745655	0.507231854167101	0.280197755067629	1.8102638047356	0.0702548872077284	0.121310327365169
SMIM24	14.4405610643589	-0.000357843572316367	0.167798588853165	-0.00213257796005367	0.998298450260708	0.998903369565974
HIVEP1	376.376206495636	0.30600813664733	0.0693933362825507	4.40976256569289	1.03484018258892e-05	3.93192892353809e-05
TREM2	2087.77608903423	0.348804287020466	0.142032378599773	2.4558082492116	0.0140568140158196	0.0297062876753986
KCNK16	4.69915913059573	-1.07360393323211	0.232492362258683	-4.61780302286902	3.87824117913106e-06	1.57528210960698e-05
CRISP3	46.3133660862578	-0.244054474501517	0.239444996111489	-1.01925067746198	0.308083973187842	0.418985218220899
FKBP5	3907.14762874681	-0.0909965710915509	0.182535154942744	-0.498515319528963	0.618120874218677	0.72519754345998
SRPK1	648.375748448417	0.0953328391370522	0.0612288879200646	1.55699119117615	0.119472576835671	0.191836365398388
BRPF3	730.464384027699	-0.166720905806911	0.0411548661581343	-4.05106179099937	5.09857397840566e-05	0.000173189950546754
MRPS18A	1775.87712951818	-0.152776379412298	0.0486663418960821	-3.13926162230405	0.00169374156166031	0.00438712991053474
PGC	19700.9141849436	-1.044190711438	0.227553537431118	-4.58876940884331	4.45866611629772e-06	1.79656600564237e-05
EFHC1	1989.24516727276	1.20205662791448	0.134613575767711	8.92968351118431	4.27229263088176e-19	8.37926415890711e-18
NCR2	0.140497629539817	-0.416112572440727	1.22118325148189	-0.340745397495241	0.733295259390923	0.822651461619143
HSP90AB1	483.179730434796	-0.145356978131986	0.103422627897525	-1.40546591289492	0.159882778660492	0.244918987153046
MLN	2.63616300511137	0.504689042556495	0.502101969514545	1.00515248534964	0.314823430472535	0.426659015122726
ITPR3	31.2858906891611	-0.365610101439083	0.0884169383654499	-4.13506855358328	3.54848691446689e-05	0.000123967742889373
ZNF184	200.140089934252	-0.0670106772717507	0.0530511290947693	-1.26313385624733	0.206541078567492	0.303124100829401
DSP	198.674612994175	1.05544911269263	0.12408809539591	8.50564358591504	1.80590960885903e-17	3.0345789211206e-16
SIRT1	304.006407906441	-0.25735253441662	0.0647310013771822	-3.97572305296264	7.01657432667909e-05	0.000232209269590522
HNRNPH3	6285.97415518033	-0.186792282528609	0.0396518204950328	-4.71081227032209	2.46731433586235e-06	1.03189890025614e-05
IFT74	464.124344689283	0.410586781110491	0.0765939874113274	5.3605615138633	8.29636701255183e-08	4.25939547256033e-07
JAK2	558.129392622997	-0.462747490156359	0.0558181909829174	-8.29026312045796	1.12998219359419e-16	1.74329428245813e-15
IL12RB1	283.209568512331	-0.353727880050808	0.0852339034842921	-4.1500842457133	3.32352927515869e-05	0.000116676958479691
ABL1	231.456238611509	-0.200043456963078	0.0668845343239469	-2.99087762193563	0.00278176950045565	0.00690426676280755
ACOT7	1167.27181675957	0.174761890586302	0.0643872355134552	2.71423193110662	0.00664296397399462	0.0151472572179643
SH3GLB1	2598.7014319238	-0.00140706537872884	0.0515496484381417	-0.027295343835706	0.97822417056732	0.988077397889183
CDC7	68.6670879562312	-0.125916781334258	0.142049144711948	-0.886431112201321	0.375385260099957	0.492764154506609
SYDE2	20.9619956821538	-0.936971307345369	0.128342850912839	-7.30053369300399	2.86628503021208e-13	2.95206782901798e-12
PCSK5	348.574938448942	0.193062667368258	0.0591738409596852	3.26263538477738	0.00110381435375549	0.00296149961539807
TMED1	144.840512075738	-0.195038227820887	0.0802497470389882	-2.43039056217998	0.0150825601785975	0.0315664174653501
ABLIM1	1964.26075627768	-0.33120492254348	0.0541239722290086	-6.11937573875935	9.39426538681966e-10	6.16978302799156e-09
ERMP1	336.625177945677	-0.332566479203846	0.0592187087428949	-5.61590224210601	1.95539196258147e-08	1.08129175470114e-07
RAB18	2373.61044973802	0.0797598535848227	0.0452983704016305	1.76076651053107	0.0782779302653005	0.133130295915782
NRP1	2333.77604134883	-0.379531999777673	0.0611432384980626	-6.2072603463701	5.39162386814768e-10	3.67292068621952e-09
PRTFDC1	50.7093384877415	0.571557263249344	0.0969298462662164	5.89660754933594	3.71050945181609e-09	2.24775648896634e-08
PALMD	673.935621317279	0.139575202578495	0.100376989820171	1.39050994484443	0.164374081562152	0.250748782963709
TSPAN15	287.524450144303	-0.413074452024804	0.105404530003019	-3.91894401514783	8.89377679365902e-05	0.000290062466786725
H2AFY2	13.8009856298991	-0.123123523206027	0.216368559292254	-0.569045353025256	0.569325362190444	0.681801390406174
WASHC2A	1022.32783708396	-0.388018324099885	0.0659076291332789	-5.88730514513323	3.92543552619923e-09	2.36948943154266e-08
MAST3	326.723147510122	-0.167592207351471	0.0546107479986581	-3.06885024456339	0.00214884278594906	0.00546275257510179
MZF1	1103.85043231512	0.0734715328707879	0.0714461515615487	1.02834836117792	0.303785989813479	0.414439458894164
OCEL1	885.524297463128	0.141395210907101	0.0761425204570449	1.85698096225838	0.0633138626647325	0.110875050833029
MYO9B	3565.13195202503	-0.124774310277369	0.05759230630246	-2.16651004774989	0.0302722328934893	0.0583604845405025
KCNK6	116.802576715723	-0.173233963487893	0.058004881436511	-2.98654111856958	0.00282152891429467	0.00699178388593386
CATSPERG	208.401815623149	-0.0669276836852995	0.0654836147965173	-1.02205236979158	0.306756114636692	0.417727608250244
PSMD8	6368.55296639403	-0.0641744136069201	0.0485074711841182	-1.32297998721342	0.185842033232797	0.278084685427849
FBXL19	425.65407407245	0.198077239184284	0.0392927966186034	5.04105729879513	4.62966808442672e-07	2.14593859619103e-06
STX1B	6.30732088051356	0.697175301426501	0.227318206644688	3.06695759973256	0.00216249529306614	0.00549596160325243
HSD3B7	83.1813351545568	0.596930810885448	0.120624506181983	4.94866946841525	7.47225144254621e-07	3.37055462893281e-06
SETD1A	55.9652739431441	-0.178861036474837	0.118211084783064	-1.51306484331038	0.13026318871921	0.206165552740516
BCL7C	1731.74253439738	-0.069115978656822	0.0506534892366194	-1.36448603439653	0.172414646642433	0.260901994903023
CIRBP	21782.9122980671	-0.12753969839212	0.0459509462761743	-2.77556195743132	0.00551063984983045	0.0128064358932267
ATP5F1D	4830.59355620975	-0.0118083268149903	0.0604981071569873	-0.195185062308622	0.845248072712842	0.909044977929996
CBARP	80.2122989917794	1.50043416524312	0.20664244994672	7.26101614469818	3.84193082290366e-13	3.89666632456765e-12
PCDH11Y	9.1714405551074	-0.472246101999594	0.266183604662584	-1.7741367001105	0.0760405415167526	0.129846029512997
AMELY	0.109907237915115	0.67640392013342	2.35520043266917	0.287195905176887	0.773962321511155	0.855159363830701
PRKY	262.729702845702	0.677026329878351	0.277148778998298	2.44282631273114	0.0145727487888645	0.030644430243595
IGFALS	54.7644195210939	-0.747498352607263	0.116672022611816	-6.40683461102147	1.48571831376681e-10	1.09100858221963e-09
HNRNPM	2449.99061419412	-0.0379393717714097	0.0525104876956155	-0.722510367668468	0.469980753481178	0.588011873754422
43526	2520.25742034443	-0.234967806248617	0.0525515916262798	-4.47118344044817	7.77879381419851e-06	3.0220800296278e-05
NDUFB7	10.9785712523048	-0.0301555768015011	0.269808444386101	-0.111766616015724	0.911008458190157	0.955956667350932
TECR	1172.05462923732	-0.00248010801182862	0.0970541383128166	-0.0255538615348369	0.97961318720085	0.989212558479251
TIMM13	1835.69066370283	0.032105712799918	0.0715809650864494	0.448523050243084	0.653775754586955	0.7566745299828
CDC34	1366.36208264048	-0.154220307327961	0.0610593622223282	-2.5257438288729	0.0115453633279906	0.0249212031933434
MTAP	518.124886574448	-0.0778132854868187	0.0366926216059714	-2.12067936498043	0.0339487941847692	0.0646003784058678
MISP	21.6479001575549	0.786470885182916	0.235543043860309	3.33896884532637	0.000840899946763482	0.00231676008966506
CEP170B	665.355468973548	0.441370598384289	0.0715998967910809	6.16440271795573	7.07496760003237e-10	4.7434326267363e-09
POLR2E	4485.63331426308	-0.0546899008659619	0.0552955664586137	-0.989046760320195	0.322640264028399	0.435114090598988
POLRMT	1079.8025012383	0.0824189925019329	0.0618711590070599	1.33210681397658	0.182825091564076	0.274274399409085
CDHR5	22.5271735557973	-0.0756706183086228	0.125504102984131	-0.602933422170198	0.546552980847486	0.66136669253713
IZUMO4	354.88775868232	-0.104379439082655	0.0806140949191493	-1.29480383284512	0.195387909453674	0.289710625769222
RASSF7	2489.84871023483	-0.493973542583841	0.0772285936718377	-6.39625194630436	1.59237180859433e-10	1.16474192054516e-09
GADD45B	1406.45014665659	-0.756356768833357	0.155941671370672	-4.85025434308387	1.2330325994057e-06	5.39365010415456e-06
PALM	513.445818270918	-0.199892766743906	0.118186545345511	-1.69133268224003	0.0907732813911602	0.151264472840876
MADCAM1	26.3661577299054	0.559827008192279	0.106857501051384	5.23900524234681	1.61444453037177e-07	7.97051862903502e-07
MKNK2	5591.35313915381	-0.575740960164115	0.058251040384732	-9.8837884501548	4.89466542626181e-23	1.35654234072266e-21
ARVCF	938.957619340789	-0.183758289142145	0.0787306342414027	-2.33401255956744	0.0195950642824805	0.0399526824439032
TRMT2A	2145.61951698316	0.0855726509221533	0.0450015339552918	1.90154964511139	0.0572300563490647	0.101565652809016
RANBP1	3088.47405835418	0.0823811850894158	0.0449009714604659	1.83473057285521	0.0665456199936273	0.115730433950689
ZDHHC8	1828.43952278305	-0.168609026582597	0.046876352931199	-3.59688875177783	0.000322046134800837	0.000956345248575898
KLHL22	220.953743721407	0.0685566108120233	0.0716092825980858	0.957370445907189	0.338380310034463	0.452110998765243
MED15	2437.13698532025	-0.124257821765692	0.0363047837148963	-3.42262944579139	0.000620185601503376	0.00175003053543736
SERPIND1	3.0119290021414	-0.29378599733065	0.33149490153806	-0.886245899914448	0.375485034669556	0.492860441003277
SNAP29	485.812741375051	-0.0479913159894824	0.0754219983713296	-0.636303956747525	0.524578326500345	0.64143582435831
CRKL	2.4576541606296	-0.962583615212053	0.327355571177679	-2.94048337637606	0.00327700585004753	0.0079919865474747
LZTR1	1252.9531182815	-0.0255907991930352	0.0493847873282984	-0.518191948927787	0.604324351519527	0.71268701343843
MMP11	61.5663123156389	2.40343952893162	0.183073014862763	13.1283112955413	2.26654638588807e-39	2.97715656264678e-37
CECR2	85.8537469429362	-1.23704848878361	0.10246412837081	-12.0729908940115	1.46703667515871e-33	1.06887375254142e-31
SMARCB1	6.61996342959453	-0.273873884467802	1.17685129930136	-0.23271749339138	0.815980784365096	0.888376931471969
P2RX6	115.26002666986	-0.015232106954312	0.124269535058998	-0.122573138678602	0.90244512624533	0.950124548133207
DERL3	2498.28943273281	2.57685993868289	0.168710873741581	15.2738224960528	1.14273524192568e-52	4.34985668008119e-50
SLC7A4	22.1272559917073	0.00512833333791392	0.333347182918526	0.0153843608126946	0.987725540215213	0.993478040125871
BCL2L13	1275.77298329757	-0.232514928029778	0.0379460574170506	-6.12751215427457	8.92637825659182e-10	5.88736942156827e-09
DDT	3384.5861084965	-0.179869386550977	0.0636254372510578	-2.82700432912132	0.00469856926894952	0.0110737571398087
OSM	75.0467282000888	0.302616902311214	0.226609403205674	1.33541193803222	0.181741559674365	0.27295624213272
CABIN1	2352.6489926156	-0.00114479035164323	0.0531958572123275	-0.0215202914594248	0.982830616966646	0.991218862505338
TBC1D10A	1374.99703819279	-0.0627013626421015	0.0432234694876542	-1.45063233898914	0.146882265279384	0.228361091272073
SUSD2	69.0915395484185	-0.880520119434353	0.169840171492238	-5.18440432377091	2.16706355260527e-07	1.04769490365976e-06
SF3A1	454.351456996271	-0.0575332924541962	0.109027298443945	-0.527696212557046	0.597710202415109	0.707346659187019
GGT5	1546.50251282347	1.0036404514584	0.118208645203197	8.49041497542897	2.05900548808578e-17	3.44126974585806e-16
RNF215	639.099848107905	0.137539894390599	0.038720706710219	3.55210186167135	0.000382166884945837	0.00112378633738133
SEC14L2	306.014559840725	0.835680447450496	0.0851583708441269	9.81325076051676	9.87354967007441e-23	2.67288023869707e-21
SEC14L3	137.641432396311	0.879497577301731	0.242669572210403	3.62425980847395	0.000289790188222695	0.000867602984065764
SPECC1L	586.411970815698	-0.219597783849776	0.0484052402403205	-4.53665311357873	5.71539989440936e-06	2.26575215367744e-05
PPIL2	1350.27073330311	0.0120142053015737	0.0367895298995946	0.32656588258569	0.743996251637927	0.831357421851822
UPB1	85.1798864271589	-1.45147715203321	0.117514396862666	-12.3514836546325	4.78212848506264e-35	4.09157158272424e-33
YPEL1	41.7117765419353	-0.344840341224771	0.113964461062288	-3.02585857038622	0.00247928240989805	0.00622892989081606
SNRPD3	1049.60588939322	-0.142742092414564	0.0818802736697313	-1.74330258091616	0.0812807747814309	0.13762245926137
PES1	686.848929402676	0.270284037771327	0.0643305524419692	4.20148790133806	2.65166420803542e-05	9.45494949498694e-05
MAPK1	1869.44868853233	-0.188831883570619	0.0599663666514556	-3.14896322914098	0.00163850810744164	0.0042563329172
GGT1	2060.47464383069	-1.05025223151454	0.104308453912265	-10.0687163132331	7.596303614001e-24	2.2926578480315e-22
PRODH	3659.54985745873	-0.116266375538072	0.137814841244777	-0.84364190741669	0.398869538837319	0.516503376728247
PPM1F	174.743340614716	-0.349556467153537	0.0832495051190474	-4.19890144276135	2.68213018966096e-05	9.55979794489315e-05
SLC35E4	13.2561112267646	0.840165335472049	0.151017808330857	5.56335272480829	2.64640215715583e-08	1.44118811781812e-07
TOP3B	602.265934118308	0.0904648525976035	0.0504080324256924	1.79465153159786	0.0727092373244236	0.12484095790627
CRYBB3	8.04471691576586	0.250128173162482	0.355291294598192	0.704008730203644	0.481427336832705	0.599238083857432
CYTH4	840.801037548293	-0.0828382139654613	0.119143086539	-0.6952834308044	0.486877695906582	0.604529542274636
ESS2	520.819745173912	0.0362465538382909	0.0353618582599644	1.02501835655306	0.305354526292266	0.416218745134751
MFNG	1892.68566203835	-0.561918919845727	0.0628099258083877	-8.9463394935373	3.67465669520631e-19	7.24521106543214e-18
CARD10	427.207527654674	-0.160016592720777	0.0840063738571028	-1.90481490122368	0.0568041361893733	0.1009205112347
LRP5L	330.525388700105	0.100549987215771	0.0726754546883958	1.38354809951847	0.166496869587729	0.253373793947246
SLC25A1	1131.92642427631	-0.0609473903966881	0.0565540725299094	-1.0776834924568	0.281175027737946	0.38946061320126
GRK3	110.314612861773	-0.05898483612245	0.147167879442242	-0.400799660537334	0.688567628832671	0.7859953129123
LGALS2	45.9212334284694	-0.108097681791153	0.169778200855321	-0.636699418691978	0.524320652297966	0.641329189236124
GGA1	1869.79672200622	0.116179436283261	0.0474901644049005	2.44638943114024	0.0144295048770972	0.0303871655151425
HIRA	610.060023704495	-0.0981677410040883	0.0430505211119355	-2.28029158459761	0.0225904005842142	0.0453119853421618
SH3BP1	261.689088220133	-0.0855009627136654	0.105038750869941	-0.813994473520848	0.415648116948558	0.533967124273332
SEZ6L	6.73663481301025	0.609380050889828	0.176362298727996	3.45527391786651	0.000549734014087877	0.0015682746834223
LGALS1	1060.40402211317	-0.332748894700036	0.105310023732234	-3.15970771734036	0.00157927481628358	0.00412211501165986
HPS4	776.630361019572	0.0516043841900467	0.0352771907971631	1.46282578130333	0.143515056610127	0.223797578454316
PIK3IP1	2770.21279384545	-0.338608450893126	0.0652003854997887	-5.19335044260165	2.06542872313436e-07	1.00219501935229e-06
Z83844.1	0.0363702983508181	0.144150438906974	2.36900673948608	0.0608484714307926	0.951479887190679	0.975987685660494
SRRD	627.43202350543	0.0637860853009381	0.0394453259798722	1.61707588203191	0.105861902193026	0.172599318155972
PATZ1	736.062769309302	0.12501734787713	0.0571548157282141	2.18734583051794	0.0287172874090127	0.0558127378089929
TRIOBP	2255.69520015611	-0.288804790430228	0.0472526186753959	-6.11193196326718	9.84321505447971e-10	6.43488982539005e-09
TFIP11	875.71360598346	-0.0229492620290997	0.0371311613690633	-0.618059365313052	0.53653620670004	0.652462728345883
GCAT	352.134906490328	0.26698257656105	0.0773313349187498	3.45245012053086	0.000555520173084393	0.00158264277812282
GGTLC2	39.0988840201001	-1.18178668508477	0.166944138861593	-7.07893486494032	1.45266638373897e-12	1.37051762212946e-11
ANKRD54	342.98302692216	0.389980306576408	0.0793533367181029	4.914478996161	8.901886766118e-07	3.97505367396775e-06
EIF3L	15890.4825727145	0.0771537437204018	0.0502584092298729	1.53514098242773	0.124749201402729	0.199060835363479
SNU13	1658.40717713773	0.242344713391765	0.0888431459544449	2.72778176400945	0.00637617766486286	0.0146070154665798
MICALL1	796.424609153791	0.00786125915979866	0.0539384881180933	0.145744892637465	0.884122780525494	0.937128948250357
POLR2F	2929.28760377518	-0.055920078604335	0.0502214351630637	-1.1134703423502	0.26550647886928	0.371816716260216
SOX10	1.33415744352759	-0.118293209115522	0.474497583826334	-0.249302026285591	0.803127164049533	0.878742762002222
CCDC134	149.331907261814	0.137129068547212	0.0571401869631647	2.39987084108794	0.0164008576522134	0.034057982290034
DEPDC5	35.5538421803804	0.492787286213565	0.176320828385121	2.794833093327	0.00519265164688632	0.0121370098393137
PICK1	863.780264105445	-0.0626412726726912	0.071229556131428	-0.87942809242149	0.379169205828518	0.496421268087598
TTC28	482.088743211699	-0.520159736572588	0.0631683959657536	-8.2344933509882	1.8031912715367e-16	2.72332984588684e-15
SLC16A8	87.7643692950162	0.0895904562694165	0.106858026208286	0.83840642999327	0.401802479401984	0.519435808553216
CENPM	427.143665370558	1.46788535143935	0.153250169349889	9.57836038724363	9.85976967577346e-22	2.48855783481092e-20
43711	37.5847863062487	-0.139035854037883	0.10738596885909	-1.29473017299238	0.195413327407387	0.289710625769222
SLC5A1	100.74751760299	-0.129991114708881	0.173811979955389	-0.747883516097366	0.454530421101504	0.572715085751892
SLC5A4	99.6084929129201	-0.856824581453703	0.11621703055964	-7.3726249700899	1.67300638498423e-13	1.75901437952231e-12
KDELR3	87.88067217994	0.588620977983824	0.148251533852944	3.97042082928934	7.17457944084033e-05	0.000237101799664341
CYP2D6	99.7402861376407	0.273422691591144	0.0851803978191945	3.20992503664419	0.00132769592876754	0.00351314859744249
DDX17	11501.5994172666	0.00785023677378885	0.0532957460940477	0.147295747768237	0.882898588661726	0.936416722149353
DMC1	56.6845700576032	-0.480009013484813	0.129243907381292	-3.71397788267654	0.00020402663337924	0.000626523669046688
TCF20	510.613137806182	-0.0890037399654314	0.0384114047133449	-2.31711754958313	0.0204973292690679	0.0416194410545019
HSCB	416.246953659697	0.297594079031538	0.0546965734860335	5.4408175880986	5.30365989084125e-08	2.79209326231925e-07
CBY1	2047.62943855915	0.250029030208208	0.0613370760477388	4.07631152834233	4.57557092897442e-05	0.00015679505597507
TOMM22	873.40388254852	0.0803271960301081	0.067255502140465	1.19435872863372	0.232337673708189	0.333248407413499
RSPH14	221.677931828547	1.74386153603448	0.235940282195489	7.39111405567279	1.4560365179472e-13	1.54394503312969e-12
XBP1	12536.4552493247	0.779316742788163	0.0785676543151914	9.91905319791988	3.44003771370035e-23	9.63417168707793e-22
RTCB	195.313827320094	0.124679780523577	0.0944079706338077	1.32064887833665	0.186618467095462	0.278977931254673
JOSD1	1808.91403044258	-0.080546934227198	0.0648966122256131	-1.24115776563461	0.214547473429167	0.312733625695595
FBXO7	3206.11079053223	-0.320527767975725	0.0361813461139976	-8.85892324088299	8.07909730424692e-19	1.53923721061097e-17
GTPBP1	735.351227970355	-0.240179582127063	0.0999353740401082	-2.40334900863702	0.0162456743826485	0.0337582796997727
POLDIP3	362.828622222963	-0.200822950100508	0.0752934524859516	-2.66720336855291	0.00764853739080617	0.0171859437915091
RAB36	514.787474000652	1.46901682500702	0.159551541658171	9.20716158389932	3.34862391302789e-20	7.31364557679112e-19
TIMP3	20152.669885917	-0.879285090096417	0.0976491190584601	-9.00453684144361	2.16578035149977e-19	4.39566214539432e-18
PPP6R2	1729.85564900376	-0.00159403929354837	0.0475709670901981	-0.0335086585590314	0.973268961179058	0.985901953180459
SBF1	1127.06957411195	0.156524616552491	0.0551628123362297	2.83750247537125	0.00454679942375332	0.0107527453850446
SUN2	5811.06923849355	-0.467769426680769	0.0501407756550516	-9.32912226764968	1.06751253197607e-20	2.46426283990316e-19
CYB5R3	8014.72679399363	-0.131044240729859	0.0599674753475234	-2.18525525662755	0.0288701360562822	0.0560747451548242
DNAL4	105.253867764681	0.349771214704083	0.101654740772415	3.44077622004027	0.000580048046233565	0.00164598450606245
C22orf31	20.0222304242093	0.561729327736849	0.127686969712137	4.39926900139644	1.08616123426669e-05	4.11018043042043e-05
MIOX	7.1896832639946	0.718506054660675	0.130769248218111	5.49445733191244	3.91913663934006e-08	2.09274940157374e-07
LMF2	852.504409695373	-0.0321058623795341	0.0713776793647866	-0.449802552636268	0.652852817096577	0.755866588732796
RHBDD3	785.676884831955	0.228404626581462	0.0429736094638818	5.31499749336696	1.0665879512114e-07	5.39571425711827e-07
PACSIN2	436.887849367354	0.172839047348985	0.0770467177371613	2.24330188780542	0.0248773537268144	0.0492843761776465
TTLL1	24.3103535893342	0.00401333687555235	0.138432787859474	0.0289912306008486	0.976871584622852	0.987259732672723
RASL10A	97.2111189408031	-0.110321477093875	0.104077415281708	-1.05999439739416	0.289147148180772	0.398225844190191
AP1B1	2159.14336008256	0.0703424495672717	0.0497247920500885	1.41463536934282	0.157175432946365	0.241585181319786
HMGXB4	156.046970249764	-0.0177385209335298	0.0606433845791427	-0.292505457217351	0.76990018799204	0.851781143984076
TOM1	978.692772794986	0.011111670294905	0.0662284219148839	0.167777971656725	0.866757952896507	0.925507747734466
NEFH	19.3280418908148	0.0972256095773684	0.0969099781784455	1.00325695459699	0.315736899296996	0.427502415560762
CHKB	4418.32955397749	-0.0317398900236307	0.0533234436170487	-0.595233313354181	0.551687525085596	0.666285597074652
HMOX1	120.348862983148	0.211301423052717	0.18906167025357	1.1176322666002	0.263724082034822	0.369625907582921
MCAT	588.819082500633	0.260326997231444	0.0638872238132644	4.07478963231134	4.6055961070462e-05	0.000157765984552113
THOC5	996.735239133029	0.0370708166524139	0.0495025016120328	0.748867540936616	0.453937045966947	0.572315383356462
MCM5	844.240151574531	0.073737116562017	0.0569227159834319	1.29538999129063	0.19518572896857	0.289442217898057
APOBEC3H	181.23686542919	0.335319490830235	0.115974344918363	2.89132472415579	0.00383621513699342	0.0092183824703944
ARSA	1784.71167835259	0.164644407975524	0.0507453025749667	3.24452510126021	0.00117646647934263	0.00313881458628218
TSPO	2951.54851001627	-0.258261579877442	0.0771633689991926	-3.34694536056538	0.000817073136352995	0.00225577977194436
TTLL12	153.733164267215	0.30321896750575	0.0830452446538536	3.65125021630819	0.000260966833729404	0.00078673886903521
