PROBEID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B	Control.1	Control.2	Control.3	Control.4	Control.5	IPF.1	IPF.2	IPF.3	IPF.4	IPF.5	IPF.6	IPF.7	IPF.8	IPF.9	IPF.10	IPF.11	IPF.12	IPF.13	IPF.14	IPF.15	IPF.16	IPF.17
1558747_at	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	-1.58140694576443	7.0581433583529	-3.43124409949932	0.00230397099418436	0.0278804578402863	-1.65839472568969	8.71329473320425	7.5729959603469	8.79049181726124	8.26184440089324	8.06207126142143	7.46644105480253	7.89930575957043	7.83061751177411	8.58889965324324	8.51721748903879	6.07450391193116	5.84432295392879	7.50537291473414	5.800820193501	5.85388883441825	5.92321062543546	5.71857474101957	6.53971290674515	5.24883077612977	6.40297981514379	6.43379839451337	6.2299581747072
1558757_at	SPRING1	SREBF pathway regulator in golgi 1	-0.973470122810001	3.88942652123639	-4.86848571217312	6.64238777075089e-05	0.00304405515843394	1.721638057486	4.62719471296041	5.62295795304187	4.11123203876494	3.99285093997428	4.85403152684275	3.43319771510254	3.46166146650398	3.76128559088637	3.59349746047439	3.36444150900575	3.44746487681193	4.59292786657086	3.39918254105795	4.12619375780738	3.73407559135548	3.46007184757034	3.92273027247129	3.60134688278299	3.40803776422502	3.43054285264496	3.79748970795267	3.8249685923925
1558801_at	NNT-AS1	NNT antisense RNA 1	0.888036307478359	7.18453018749078	5.70774858583835	8.53534188266191e-06	0.000873276937916069	3.69192625607713	5.73261021621338	6.76173880042727	6.82538855399645	6.80180047410898	6.37006352290507	7.36912738359432	7.27461359604053	7.43744386535176	7.58235060042929	7.07987440157175	7.62042121716445	7.43242433208523	6.65910057281225	7.15599416499092	7.30056704297844	7.26646836478361	7.61264872547521	7.57269915369905	7.81532930054688	7.60174462307549	7.40452748970061	7.38272772284621
1558959_at	FAM126B	family with sequence similarity 126 member B	-0.980269038053436	5.54378547081149	-4.78613731040103	8.14297622250999e-05	0.00347641220006778	1.52619469625321	7.23012432849273	6.65831878819567	6.16615820890957	5.88956625904569	5.56216287098391	5.00092170818928	5.39445921927651	5.25111921755753	5.48821348677928	6.12092922030487	5.28032652792945	4.94767271438261	5.29703148843038	5.49696498686916	5.54326778637394	5.4105842953905	4.76138444121102	5.47890150887705	5.55382496560466	5.27588742644826	4.68483030911341	5.47063059948739
1559018_at	PTPRE	protein tyrosine phosphatase receptor type E	-0.83230329964533	5.68312638944801	-3.93153305656721	0.000677284387305564	0.0128726909565429	-0.499267922102669	6.96450742889313	6.58603678916175	6.06635432528129	6.40533815496393	5.60911254302416	4.45258249673179	5.36256290615979	5.51637533771884	5.98323538503591	5.00532903929914	5.94875386025494	5.21172671829589	5.16705504987165	6.17842158435961	5.49760466946093	5.2941265085075	5.50758349570606	5.39908224136364	5.67478878377904	5.55020940653299	5.80923449299064	5.83875935046349
1559025_at	SEPTIN9	septin 9	1.1886880032416	6.31070987321798	6.02755898260752	3.96859211363418e-06	0.00055934882477862	4.42666771566123	6.38392517054846	5.06025039577556	5.26483364262411	5.24892448966048	5.00295747313877	5.79418346547369	6.10339626350692	6.14760389083121	6.37620288150474	6.74612714646389	6.47792441889094	6.31731796117263	7.08235130928044	6.56178711525514	6.71322418166221	7.05928793392576	6.57616604308596	6.66245875938235	6.86861216713952	7.03548834794823	6.60903686493786	6.74355728858672
1559060_a_at	FNIP1	folliculin interacting protein 1	-0.888964143855238	4.15649124648085	-5.13256040565387	3.46436706315785e-05	0.00207473869574017	2.34659030443202	5.17381796687504	5.0544229516178	4.52906555618925	4.73593226533326	4.72385168455685	3.97875923841311	4.28733956048546	4.61849541597498	4.36324709626076	4.35410432478999	4.314027490146	4.23932977217993	3.89703802559386	4.17970791521766	3.51719345985397	3.62998554376397	3.89246160384244	3.60975321277277	3.42180916810107	3.86774149651427	3.59191428537322	3.46280938872296
1559078_at	BCL11A	BAF chromatin remodeling complex subunit BCL11A	0.8281441111754	6.99675132354286	3.35594090329836	0.00276317917892914	0.0313809584552213	-1.82928688099501	5.96838489502275	6.02438437023772	7.07928562889147	6.16617145176389	6.54588256952988	7.9555866790869	8.12396592336969	7.15730638396784	7.79703705730217	6.70119841204932	7.34027687327722	7.99945190100509	7.19776281593816	7.37826313285109	6.37835609454432	7.00018428537072	6.80844860107938	6.78651676488521	6.89050924444214	7.19406188601472	6.87277512074942	6.56271902656382
1559263_s_at	ZC3H12D	zinc finger CCCH-type containing 12D	0.859254897181138	5.19033807068922	3.30474429203811	0.00312505148345909	0.0341938147108238	-1.94479088594294	3.84611176885533	4.24337967074529	5.25108460656013	5.05273782791831	4.23852801298538	4.66825760516457	5.50075566919329	4.86161260931513	6.48960266210785	5.12699271807682	5.89079638946126	6.13781125693905	5.11435645877861	4.7819941922169	4.9494167335169	5.34599216566814	6.10974978635377	5.53055381895025	5.17725361279718	5.61730975169821	5.31164498535636	4.94149525250415
1559573_at	LINC01093	long intergenic non-protein coding RNA 1093	-0.894963072052933	3.55957575969684	-3.42205486656791	0.00235574537505338	0.0283050725284512	-1.67930982748444	6.11804762427907	3.51446302391703	4.63395914526276	3.57112848885131	3.41809238546943	3.38296929729501	3.31496204646607	3.11279751670313	3.43598832212905	3.60468945472974	3.6697666038517	3.67807104790567	3.00707812058704	3.48770686136944	3.28221851692534	3.16661478703392	3.32554642329165	3.39089534057078	3.30704169366154	3.22746984664843	3.42032749281539	3.24083267356689
1559975_at	BTG1	BTG anti-proliferation factor 1	-0.979883985060203	5.16654982487014	-4.7331294176867	9.28503402788275e-05	0.00370943073981752	1.4002949182308	6.10100377126087	6.71670494625722	5.21268734681968	6.18321815092425	5.4050503059122	4.82071845728393	5.58357396291426	5.32536359618987	4.94677337483046	5.06105107136656	5.56835725531386	5.33324600122296	4.57826414538036	5.30038447064443	4.32046512993328	4.58115407723809	4.96095710045784	4.7526923424373	4.71465709128853	4.77041445402238	4.67781569481225	4.74954340063255
1560034_a_at	FCN1	ficolin 1	-0.902565229089594	4.29557864214091	-4.01883927433783	0.000545854992486104	0.0112826471215243	-0.293880028679517	5.65601203378234	4.58221185218631	4.8681477444591	4.50481232216751	5.35389309777364	3.39366561121036	3.79198452224725	3.94829970034371	4.68994761355132	3.79200027381483	5.03591926931463	4.771092981689	3.54698750960246	4.30692321909831	4.05389872647904	3.53393875180323	4.3852826632908	3.83837443778518	4.07969186541489	3.86388526864908	4.22257972429407	4.283180938143
1560169_at	LOC101927069	uncharacterized LOC101927069	-0.948922199116215	4.14009070829931	-4.80124276527598	7.84418882160706e-05	0.00340388991862043	1.5620598607298	5.59629611012834	4.52266982590375	4.60753137187317	5.29406780959466	4.34617873876384	3.62388138954941	3.63945237057848	4.76690203248642	3.97702361528884	4.62340905594122	4.01880644790306	3.64133161715324	3.58041459141391	3.44385345031228	4.10165841237783	3.82971299913713	3.81069818750393	3.73674784819641	3.90788218954313	3.64157868300577	4.1003049612298	4.27159387470022
1560274_at	WTAP	WT1 associated protein	-1.13148867274652	5.64935067974306	-4.78415196590973	8.18308877418714e-05	0.0034874470660364	1.52148042830049	6.97738692842741	7.19202745792763	6.15149903143809	6.28178357934125	6.01571718264701	4.9434508974085	6.14769957335111	5.45793673959708	5.85968364800865	5.29535246855777	4.6397838315457	5.35370795573853	4.814560862043	4.90813527104332	5.530445727212	4.97718818444986	5.007637215212	6.31787029239622	5.50802938285531	5.34535395558362	5.66684946018289	5.89361530938027
1560306_at	SSH2	slingshot protein phosphatase 2	-0.868813136770791	4.30854828509803	-5.48984411772086	1.44646624227833e-05	0.00116710509877044	3.18543835371026	5.13858915253388	4.76640859216407	5.65165045657182	4.89080310246013	4.45206815019286	3.62302013566259	3.65986231623839	4.25224578931883	4.35904759320976	4.51300340542396	3.74623646232017	4.02920048469817	4.04094890942575	4.12248263103546	4.32492657542946	4.57696159726154	4.24811213786663	4.11651350951829	3.96659098276421	3.81396106658001	4.29125507926515	4.20417414221552
1560679_at	LINC01127	long intergenic non-protein coding RNA 1127	-1.45678435109075	4.53876061693124	-4.4421216604146	0.000191095506116022	0.00588547403408382	0.708635232498395	6.73910849805567	4.49082184042359	7.55306614524611	5.40693911579045	4.13235247799097	4.2438045081933	4.08798115709985	3.89296153431289	3.97378884004587	4.16508534675174	3.88062035263455	4.3037833177364	4.18030755594602	4.27870884888219	4.22098954919948	4.70165707873676	4.58142483808459	4.51124395586089	4.13472553720021	4.21374082141823	4.03308450132737	4.12653775155006
1560703_at	LYRM9	LYR motif containing 9	1.01495256877064	6.53208323903672	4.30471600129181	0.000268765542069731	0.00728507471449957	0.382352295883777	5.07900675633789	6.06685272608633	6.10675627609915	5.50278298238212	5.9836098022097	5.90052843165822	6.47732106163876	6.78054562830934	6.98920873604289	6.20163189749491	6.36829304900631	6.60769356705028	6.65341345622238	6.10441930386409	6.6967094402517	7.27499514245712	7.00033346751851	7.35945260432925	7.48541206359956	7.68782633092083	6.8868854947312	6.49215304059722
1560706_at	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	-1.16583533389371	7.25119470165398	-4.14741753890868	0.000397020881246575	0.00926430651209112	0.00968228709575136	8.52593618040633	7.18511430127552	9.00603495950254	8.4420678651585	7.60118399197091	5.80160596976588	6.49681887777213	6.97510516959456	7.21289655225353	6.92476658334583	7.43080179386259	7.04023822176985	6.213393849045	7.33548913129085	6.69781375855903	6.86274950808627	7.86400742142654	7.97768073515761	7.26282206683275	6.70962177955252	7.00290760716145	6.95722711259738
1561966_at	LOC101927647	uncharacterized LOC101927647	-1.83914643740113	4.92648547000608	-3.64223166447763	0.00137903781101191	0.0202701900604483	-1.17398854985754	7.11069524043293	7.12338462863853	4.6812250287717	7.16563507426058	5.65728043152194	3.83052297869741	4.28947324443728	4.34132714011881	4.05836118720965	5.33796610291374	4.05571557521156	3.7247036427295	6.66252103635668	4.83201517270228	3.79318724733533	3.67275566104829	3.51081763685848	4.05307718910524	3.95363013440908	3.78689918148078	6.28983749252788	6.45164931336601
1562836_at	DDX6	DEAD-box helicase 6	-0.93192493175345	9.73042834520993	-3.9000348637787	0.000732026735837759	0.0135097789941171	-0.573195320393017	10.1690387019964	10.4497212411716	10.2772356717732	10.7446084884348	10.6121566771756	9.45888510376011	10.2897215694655	10.1493651860116	9.81602139631304	9.94195962058643	8.82764481537748	9.22751359913357	10.3593682076583	9.21158861278646	9.07830323376306	9.65457479628525	9.16832687084784	9.22099285093287	10.0621031514909	9.85828903701247	8.82099435603677	8.67101040660521
1563018_at	TBX5	T-box transcription factor 5	-1.74668092628573	5.7508048177508	-4.23094889154225	0.000322747327982433	0.00818822576762409	0.207439303414303	5.36048170461034	7.64698143655194	7.4274101595529	7.62071930389821	7.4469714266082	4.27775309279935	4.94802440631509	7.18805294222158	5.7466737089311	6.87396813940487	6.06443793758174	5.90116631621047	4.31516673833564	4.56240272161061	5.55975315314742	4.76524349574663	5.04760279035339	4.91315611962214	5.87528053512843	5.11069013914693	4.87983094021916	4.98593878252151
1563271_at	LINC02345	long intergenic non-protein coding RNA 2345	0.806916335391135	6.25334052175339	4.20453194413141	0.000344602133949583	0.00851721255271326	0.144859053363128	5.58707212898158	5.72015744201936	6.14729561247352	5.1771747218873	5.51737140757582	6.79561864707478	6.44101645561101	5.97843032227451	5.91034326633093	6.43875037856555	6.96019144117117	6.91597911742233	7.14695446629216	6.79462949435626	6.62804127350747	6.58795214216088	6.01889042524276	6.00755896838043	5.92122004860501	6.5666460351593	6.13978082300799	6.17241686047453
1563462_at	LINC01091	long intergenic non-protein coding RNA 1091	1.0584421375834	4.7229649057867	3.60109390865817	0.00152481470334811	0.0216613828436634	-1.26902208618466	3.26765323154137	4.36802804426426	4.70047612561635	3.31273479383728	3.87649680210204	3.89479292582448	4.85596722010005	4.470652341792	4.76741255389272	4.75676726976313	4.84514341652842	5.10771447201452	6.49832039442094	5.56474192638231	4.3362776221239	4.50124811822009	4.92957353968914	5.3322507227811	4.72883349150656	5.63174429969192	5.50146035027925	4.65693826493565
1563524_a_at	ITPK1-AS1	ITPK1 antisense RNA 1	-0.860690621735915	4.58780464026651	-3.74989475503677	0.00105927888324869	0.0171332967108718	-0.924106413716034	5.38738773867198	4.71016274745346	4.81272966328753	5.59813330980752	5.75600532609173	3.76900486222185	4.43274273963588	4.6883103442443	4.43536900039645	5.41411090527099	4.03936875425634	4.49506859464515	5.09524004704579	3.50587759279439	4.43221534111185	4.60294529236092	4.27650304756428	4.05044234168609	4.58453186773396	4.48735855515965	3.74930684497691	4.60888716944617
1564010_at	CAST	calpastatin	-0.905044581753216	4.99538079717025	-3.74747261922499	0.00106559679449016	0.0172062895164528	-0.929745425738167	6.32336077418929	5.33211499864852	5.16873132532256	5.34997731332942	6.29948273113525	4.77855866922354	4.72467558988024	5.27599651071195	4.97872252877814	4.84618496005157	4.63897447476108	5.10310467437137	5.4654170084128	5.6212016604207	4.799653104569	4.53860705774997	4.21399243828317	3.76049817118792	5.07288520197552	5.03027779873237	4.46735986296662	4.10860068304449
1564150_a_at	LINC01619	long intergenic non-protein coding RNA 1619	-0.843880899878848	4.04232916317862	-4.792607812301	8.01361190580356e-05	0.0034486268301627	1.54155844224609	4.33953002110628	5.5570695834219	4.23745096208678	4.13406514649394	5.20397903413429	3.85646639190481	3.92228919333803	3.94382357957676	4.02953353494497	3.77005917110345	4.10966508530841	3.93291304300706	3.75419521804337	4.4665537833298	3.81011959768512	3.78696637654633	3.47922357605173	3.54112570573027	3.54055529919426	3.70080761417031	4.08351444413925	3.7313352286125
1564194_a_at	MS4A15	membrane spanning 4-domains A15	-1.04260469962509	6.24514464187459	-3.30928003930106	0.00309121598777673	0.033930840669154	-1.93458109253887	6.72207815743788	7.69376390275792	6.44025368383107	7.80522799950602	6.59264489620971	6.34765772340475	6.31210610936327	5.671169599042	5.37925560423859	5.70230835310076	5.25571348310132	5.25513482640686	5.5584908251716	6.09551331852737	5.51009173797706	5.12094221229541	5.93698995477185	6.20424632652096	6.94847484048402	6.79522007019763	7.27483597873248	6.7710625181624
1564467_at	FAM161A	FAM161 centrosomal protein A	0.900526499888437	5.24216335848559	3.95042647901618	0.000646414139313261	0.0125026594080972	-0.454878694053424	4.44703066309144	4.97105607768788	4.7472832690159	4.55840817313193	4.00773167811366	5.52663246080914	5.28409018049691	5.1452306123806	4.90805167993679	5.60933519275655	4.77406906366439	5.2476973757811	6.72863993736871	5.11963965183653	4.91092870356639	5.77705277040845	5.71622307638455	5.99110891047902	5.13198345784925	5.9512202350188	5.61891994763575	5.15526076926927
1564525_at	GSN	gelsolin	1.10487567056794	7.12703426087384	6.08197544432445	3.487486003909e-06	0.000512750095171124	4.55056241046956	5.92194118881342	6.02642484377235	6.65366160518029	5.75930691330554	7.00499893519421	6.69925741924984	7.15110234655111	7.14423999145959	7.15944470020394	7.44237058810524	7.84411173513985	7.43819197192393	7.58429999812996	7.30973266841166	7.69024041980574	7.89933910684702	7.53862986008537	7.11637471775128	7.2292026348413	7.17190900834047	7.81621558762976	7.1937574984827
1564796_at	EMP1	epithelial membrane protein 1	-2.1760114881259	8.10300415974383	-5.08863330830355	3.85949451010333e-05	0.0021876716503106	2.24287000078883	11.0352866222983	10.8260443369386	8.20188125994205	10.3322863340997	8.52683935865414	6.15026503101828	7.68562613170852	7.4420298023052	6.78750501354713	7.27212614733123	7.96818409295335	7.07212605876576	7.56517250073165	7.44380420919988	8.42079466168604	7.2900718358525	7.09078898942481	8.34699207317501	7.64313328613791	7.23525634307216	9.21220074817236	8.71767667734965
1565034_s_at	AFF3	AF4/FMR2 family member 3	-0.825453978472864	3.88790281906164	-5.99485046828796	4.28981616168983e-06	0.000585822054261719	4.35203389063773	4.24673203922032	5.10312758352336	4.42879096205882	4.45046401929716	4.3996534989446	3.54316420583714	3.38751369540243	3.9488278348366	3.78769139412738	3.91572545767104	3.63452429641559	3.96926751340248	3.68164167755998	4.00273670503755	4.11198087240303	3.34198545841496	3.21024988322232	3.55780783972572	3.52009963821257	3.53994523530041	3.81402509775006	3.93790711099256
1565162_s_at	MGST1	microsomal glutathione S-transferase 1	-1.08605080748192	10.7508020620364	-4.04986434281863	0.000505524245323131	0.0107242018407885	-0.220740499639519	11.3573860445658	11.6635407235276	11.3357350332665	11.9190124511657	11.6744414502	11.1283449820015	11.1214544829351	9.62951393351297	9.35094601114425	10.6128821169048	9.99527353784826	10.4177230042121	11.0361704252804	11.6497461536948	10.8700926849128	10.9628733437088	10.3248824137885	10.5157075319477	9.86793574065198	10.85769334808	10.1023433449579	10.1239466064925
1565716_at	FUS	FUS RNA binding protein	-1.3289065651473	6.02306290209527	-5.03847458821876	4.3667016310992e-05	0.00234709048496536	2.1243080062372	7.15728246361749	7.65215311968463	6.95551992038823	6.77679913914565	6.70797159661853	5.03945952426845	6.55653251818286	6.19793599056109	6.5256405031958	5.9930128474271	5.32694094875663	5.34326779180186	5.43665223866402	4.47997033443151	5.47993002892721	5.63300798689545	5.0854631114812	6.38542264099952	6.00361296037007	6.34402861210278	5.71008552218305	5.71669404639273
1566140_at	HOPX	HOP homeobox	-1.06975128549277	8.06842053784586	-3.45637985748076	0.00216795858437916	0.0267801415370188	-1.60110100194316	8.69730333491319	9.56790113491517	8.26430603491204	9.28149734599735	8.66422480516819	7.3815677541705	7.83112172230152	7.46697785819463	7.08739506949236	8.9953192876463	7.28527428306327	7.84627707464489	6.85655489597993	7.34602988887241	8.34965062487077	8.46629149459538	8.11377666939609	7.69314122783954	7.2890749212497	7.41969058597484	8.37851021739693	9.22336560101397
1566342_at	SOD2	superoxide dismutase 2	-1.11777198848961	8.33937010986282	-3.21136301463698	0.00390710710002289	0.0393262086746363	-2.15393220581766	9.86587359451113	8.97148434904085	9.6560699498044	8.57074751855928	8.95133963838105	9.00458204626564	8.69815590444376	8.75480730738406	9.26596348863724	9.31393211021617	6.90343897923742	7.49489545054476	7.59444359814904	8.75395822741783	7.84052034461375	7.46491781843859	8.19156491102145	8.12380734339809	7.14462254966174	7.15702587836346	8.04240382322822	7.7015875856642
1567628_at	CD74	CD74 molecule	1.27769504622542	10.8139732794398	3.88703981594346	0.000755867048032791	0.0138027790798657	-0.603666340998321	9.54637877542593	9.73854784932714	10.0300528846629	9.68066850454551	10.137669341003	10.4699532049722	10.1297179521397	10.550790295835	10.4038629851393	10.6829848857988	11.1406127102461	10.9447005566692	10.1030640662207	10.133742387005	12.2092542180734	11.8849694513256	11.2787757135048	11.1273307694364	11.7981491883872	11.7601081357242	11.7993023319433	12.3567759402903
1568830_at	IRAK3	interleukin 1 receptor associated kinase 3	-1.20794812603328	5.42599776087462	-6.72356445935284	7.79860223509431e-07	0.00019735639718219	5.98367227357083	7.2763605510536	6.19730822425964	6.46893452509574	6.19503800223865	5.65941980685407	5.13279583689529	5.14509825457147	5.20816406286547	5.06985816602759	5.53368220215929	5.19772563701039	5.0243269168053	5.14345336913629	4.88705288474003	5.23265366155997	4.95487629739254	4.84353769159919	5.75102138737114	4.84613403518329	4.6768934888792	5.30239290871069	5.62522282883285
1568834_s_at	CCDC90B	coiled-coil domain containing 90B	0.852353802082738	7.29595648625924	5.64852072614771	9.84693026479275e-06	0.000934864363957494	3.55469696717118	6.47757356107061	6.69814356867287	6.93030191797805	6.23242231092279	6.84815592824132	7.02288434720871	7.62863564882478	7.67492522998225	7.59162341360687	7.69621605068546	7.98246828461305	8.01931579854868	7.37779591330868	7.3802280415309	7.41145692930206	7.4858651811292	7.35468797268471	7.11490251051958	7.77583413686759	7.66418804207281	6.91750517145941	7.22591273847298
1569136_at	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	-0.977535098113838	4.10122244700854	-3.85423708869861	0.00081951521609832	0.0145334988385461	-0.68050438479955	4.66675447720771	6.27950752340567	4.21696674043261	4.68652869010996	4.43319495569022	3.70398129674034	3.99443696078485	3.94288299775752	3.91274518591061	3.61070232349854	5.12807674888078	4.45428018030183	3.66211583707109	4.04828626703482	3.91670768231737	3.58063973941209	3.97121274449458	3.82616568524218	3.48511334783639	3.19494744916877	3.71902254064178	3.79262446024812
1569344_a_at	LOC105375172	uncharacterized LOC105375172	1.66014228526312	8.39595799861168	4.67253960080839	0.000107890911457926	0.00407918872746588	1.2563231471133	8.95473681601637	5.169098877292	6.37780351467699	7.48792749941822	7.57603718350183	8.32757996139657	9.09769950363563	8.75516293757851	8.79908117699201	8.93687767888193	8.5638652641192	9.32094070036357	8.05438470140166	9.84502503719692	8.65919856598914	8.58912463830126	8.88153756693001	8.36596508200705	8.96258071865678	9.07881067822693	8.48954198153165	8.41809588534264
1569352_at	FNIP2	folliculin interacting protein 2	-0.816510015898793	6.06176337515095	-3.73705505629021	0.00109319596384086	0.017498784427638	-0.953990040230678	7.29183109435419	7.59631163833735	5.9899089654391	6.22650656987122	6.35895639645277	5.5393644904883	5.71650860928451	6.2041156946723	5.56312572875393	5.96611804914075	5.67035381348018	5.43242249972488	5.50925678423789	5.68195376556564	6.72463360720956	6.47898738567882	5.60684999693848	5.68362605313786	5.94012255587691	6.10794138687491	6.00394365051309	6.06595551728827
1569433_at	SAMD5	sterile alpha motif domain containing 5	-1.47555240310247	4.72656754212579	-3.67246142520756	0.00128073025555779	0.0192658615218613	-1.10399121556081	5.95851602643538	6.5251733591359	5.21075166551107	6.41173274083112	5.22766183979321	3.84258856846301	4.36806379691119	6.22871591955581	5.68446259957568	4.69670933005297	5.6801623905397	5.66201056503515	3.82500075378947	4.04084010831384	3.64181545456209	3.50155750317787	3.67008753494562	3.61717070658507	3.72545372174857	3.77481527761413	4.4495625409701	4.24163352322045
1569599_at	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	-2.58643215360383	4.07053385260586	-5.39422710790628	1.82558872252948e-05	0.00134680493989577	2.96187507241808	8.63908283841782	6.01245116338998	4.96352489121421	6.85128396876683	3.87935972198256	3.26162442918379	3.81083861598771	3.53604709777738	4.17078079277481	5.57222740441681	3.23120167111876	2.9338724792802	3.06848029659	3.24630581670153	3.11158562188903	2.98247305815804	3.05806970925025	3.88607822991752	2.98497250392263	3.12277971839823	3.3779769908176	3.8507277373733
1569652_at	MLLT3	MLLT3 super elongation complex subunit	0.873722391104025	6.73801952080128	4.17681381931144	0.00036911955991838	0.00888421501291488	0.0792342660057876	5.40187569642562	6.65910057281225	6.29004602458485	5.39318767327467	6.57014203491619	6.28716239687281	7.15464397638347	7.12008891174789	6.83211226673525	7.43930566451747	6.89856308656966	7.25711336015057	6.51351769338708	7.53124770959835	6.51665103135223	6.63404740563872	6.97084065110223	7.11692320952641	7.17818625537563	7.29971577750027	6.69665116743322	6.4753068917233
200696_s_at	GSN	gelsolin	0.818716561159519	10.8478026260541	5.05609932885869	4.18123069214596e-05	0.00229939545169138	2.16598310677928	9.78565856373324	10.456314553997	10.1066183577896	10.023422618912	10.7037759586313	10.9347092186522	10.9908866456936	10.909046283866	10.6656985820159	10.7450199702546	10.9960034804582	10.6978177879591	10.7561102069348	10.6862528585613	11.4382260240452	11.4843434536256	10.8068007648423	11.7566828164995	11.1189459699233	11.3177600377191	11.2694790864269	11.0020845326488
200766_at	CTSD	cathepsin D	1.04782693922527	9.99924350288834	3.68977402110006	0.00122756764730159	0.0187472033249986	-1.06384411156431	9.25968175563052	8.81280002166081	9.55063720515593	9.42761525790766	8.89706100889824	10.4736784001079	9.54784092893071	9.82764597903288	9.6950194151678	9.83301838289015	10.5294788788429	10.3673499691658	9.01761317409369	9.2641610346363	11.1624588821169	10.8530632837684	10.776849842245	9.77042985373608	10.6403537412671	10.4723382055952	10.9034839398442	10.9007779028493
200769_s_at	MAT2A	methionine adenosyltransferase 2A	-1.07166768802756	7.90747788726108	-3.18423357955882	0.00416782147375911	0.0410275754817047	-2.2142985504896	9.92172533196871	8.8472070999337	8.30545325114243	8.56134412960556	8.0421938728524	6.95391629964128	7.53248966199651	7.29038894261456	7.30633596698996	8.21884502705787	6.70164980885578	6.52029139777629	7.48577796428443	7.1600776766205	8.83130604973488	8.48864039263755	7.48858454859245	8.92674878362236	7.58298791233876	8.06837759332072	7.56835307736442	8.1618187307926
200770_s_at	LAMC1	laminin subunit gamma 1	-0.827404364968471	9.08730407120607	-5.69197522924559	8.86624416313357e-06	0.000897499296322297	3.65541311153896	9.93493515121146	9.10499021444211	10.2888810172878	9.40556791956642	9.89893564544616	8.68324935553393	8.90259874899279	8.75487477897744	9.23455614775354	8.80353906616224	8.57238946243424	8.52191345439762	8.8608326918661	8.8633357645142	9.00710614930692	9.185984751415	9.05561005215456	9.34228925131394	8.95612632854156	9.07294442116114	8.69003395780248	8.77999523625194
200798_x_at	MCL1	MCL1 apoptosis regulator, BCL2 family member	-0.870305713822216	11.7865659637951	-3.44032608500265	0.00225389264248445	0.0274620540906717	-1.63770754168884	13.2744372286115	12.2056177695438	12.4639751760661	12.2534266560334	12.0979177921247	10.6700268802291	11.39035568611	11.0548488665434	11.6440380509704	11.6971203671357	11.3461953737661	11.4803108923127	11.814567244679	11.3822814839367	12.1779854897533	11.6621499081048	11.5652136229295	12.470720794937	11.053437469507	10.8384647709056	12.3076630257324	12.4536966535602
200878_at	EPAS1	endothelial PAS domain protein 1	-0.962510251171773	13.1460053578442	-4.73096900271339	9.33485357362069e-05	0.00371308840629807	1.39516244807569	13.8224193072336	14.0812767741701	13.6648480431087	14.2864736209423	13.5937986505662	12.2985768748916	12.4562185832039	13.7590721591553	13.0086407721106	13.6561257688965	13.1937552666158	12.9972613359283	12.6410958274168	12.4663033007765	13.3082020883048	12.6320382725423	12.5932767999479	12.4008287346068	13.3779002130011	12.7919826318086	12.9216412873923	13.2603815599514
200923_at	LGALS3BP	galectin 3 binding protein	1.06700025453553	10.8040434155493	5.68859491698466	8.93883846326345e-06	0.000899013939437998	3.64758498651423	10.1638946526352	9.44759783449688	9.95708077706756	10.2431277858103	10.0860150443038	11.0718215413145	11.0711452243904	10.5983499850786	10.6558560425408	10.6483283667589	10.7095311960089	10.6943412878811	10.4434283898983	10.8814108197909	11.7852298104314	11.4230803126751	11.0202278867139	11.0518532874997	11.2020498329486	11.3127484392019	11.6310812516145	11.590755373023
200953_s_at	CCND2	cyclin D2	0.87167520171486	10.0858678785533	5.94148333465744	4.8718875558217e-06	0.000630402409457263	4.23000270684245	9.28782066128703	10.0782029563983	8.8860176458557	9.26903818912204	9.540423933478	10.2301848224078	10.5672497391096	10.2194805723283	10.7519419311656	9.87007433788648	10.0616907478741	10.5618420097871	9.87713935139015	10.4527464745213	10.3978451607743	10.0903197336251	10.2916115352435	10.3649515746326	10.2999283459239	10.0509004288386	10.5471978587608	10.192485317763
201041_s_at	DUSP1	dual specificity phosphatase 1	-1.37883205050725	12.6404799645081	-3.52566077054006	0.00183241358753734	0.0242408425213729	-1.44257499709431	13.9196901638132	14.1975912444667	13.0715817446709	14.2341503148769	13.1066920044001	11.08988257054	12.5743752799667	12.1015267812503	10.671932056796	13.0505089017213	12.5333411952312	12.0728693540784	12.0340299501695	12.2686152593637	13.2034478366611	12.4121268803002	12.660329882478	13.3865260137935	11.5949902589027	11.0032873869888	13.2778834848107	13.6251806538992
201044_x_at	DUSP1	dual specificity phosphatase 1	-2.33361310396569	8.99213719734388	-4.22424585923055	0.000328158403883975	0.00825800101041731	0.191557023000139	11.2648786391867	11.5384393920594	9.79882150286104	11.4741442021631	9.90063469758935	6.90270950595368	8.84104107347837	7.94299525673794	6.96854303013366	9.73223329996049	7.64204480102177	7.44315167789039	8.45741262234934	6.97329192716961	9.81793245561083	9.02778334063346	8.6729376865594	10.1996645188601	7.45592299277739	7.52331776178232	9.66864471367266	10.5804732431144
