SYMBOL	ENSEMBL	GENENAME	GENETYPE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
285	DES	ENSG00000175084	desmin	protein-coding	12088.7177116095	1.64219732711962	0.16216402978739	10.1267668870383	4.20317750243021e-24	1.30228682351044e-22
286	DEUP1	ENSG00000165325	deuterosome assembly protein 1	protein-coding	40.6241403438277	1.50680801431166	0.218021907450944	6.91126883499404	4.80337773810808e-12	4.24609486119393e-11
287	DGKI	ENSG00000157680	diacylglycerol kinase iota	protein-coding	18.5618193699597	1.58738509331152	0.145561777629088	10.9052329475969	1.08814204502507e-27	4.6442318203007e-26
288	DIO2	ENSG00000211448	iodothyronine deiodinase 2	protein-coding	166.037351110826	2.54673628855825	0.192451010784978	13.2331666026097	5.64576518852444e-40	7.68648264936919e-38
289	DIPK1C	ENSG00000187773	divergent protein kinase domain 1C	protein-coding	2.53330744094914	1.76992438799222	0.20901461691025	8.46794551575414	2.49759081565001e-17	4.13354604201456e-16
290	DLEC1	ENSG00000008226	DLEC1 cilia and flagella associated protein	protein-coding	766.298906731366	1.69147559140895	0.20925703939263	8.08324344222048	6.30665518037105e-16	8.87117137438015e-15
291	DLL3	ENSG00000090932	delta like canonical Notch ligand 3	protein-coding	1.73277226988392	1.65183340523936	0.240529749621878	6.86748066647102	6.53456050227766e-12	5.68217354258662e-11
292	DMP1	ENSG00000152592	dentin matrix acidic phosphoprotein 1	protein-coding	2.46469740352367	1.75777795401149	0.307160276108848	5.72267344032661	1.04860704304052e-08	5.97757291161119e-08
293	DMRT3	ENSG00000064218	doublesex and mab-3 related transcription factor 3	protein-coding	1.34920954663016	2.73541487572828	0.72488555880301	3.77358169508193	0.000160920491119345	0.00050175342700736
294	DMRTA2	ENSG00000142700	DMRT like family A2	protein-coding	1.38228882477949	1.991135119472	0.407701558561941	4.88380551326611	1.04057716038682e-06	4.60120077043686e-06
295	DNAAF1	ENSG00000154099	dynein axonemal assembly factor 1	protein-coding	1430.44397212761	1.87468064040107	0.220115284353637	8.51681265981154	1.64004478252336e-17	2.763334713968e-16
296	DNAAF3	ENSG00000167646	dynein axonemal assembly factor 3	protein-coding	805.794632857999	1.7799076912638	0.23362316764938	7.61871225860213	2.56218895523288e-14	2.97386113210975e-13
297	DNAH12	ENSG00000174844	dynein axonemal heavy chain 12	protein-coding	716.703025856119	1.90974994204122	0.24247443160518	7.87608792151271	3.37790584604888e-15	4.36623006517697e-14
298	DNAH2	ENSG00000183914	dynein axonemal heavy chain 2	protein-coding	212.590127197564	1.68478736841179	0.211200912793233	7.97717844174855	1.49716304821868e-15	2.01334428084894e-14
299	DNAH3	ENSG00000158486	dynein axonemal heavy chain 3	protein-coding	198.227292575137	1.85501185486172	0.227216174651874	8.16408364282976	3.23884430360342e-16	4.69758351094953e-15
300	DNAH7	ENSG00000118997	dynein axonemal heavy chain 7	protein-coding	239.701594651144	1.6039699457801	0.199115896396129	8.05545903069991	7.91810880008923e-16	1.09969147683741e-14
301	DNAH9	ENSG00000007174	dynein axonemal heavy chain 9	protein-coding	586.365028470098	1.74442841029508	0.241320047496723	7.22869247039563	4.87666326369522e-13	4.88766916681587e-12
302	DNAI1	ENSG00000122735	dynein axonemal intermediate chain 1	protein-coding	759.835022459963	1.97091809336512	0.254247545720013	7.75196506925405	9.04812833503959e-15	1.10884158807594e-13
303	DNAI2	ENSG00000171595	dynein axonemal intermediate chain 2	protein-coding	385.608265547056	1.93221309126245	0.248363009914683	7.77979414859803	7.26426532600981e-15	9.02685388812358e-14
304	DNAJB13	ENSG00000187726	DnaJ heat shock protein family (Hsp40) member B13	protein-coding	465.717860469307	1.63512702551911	0.211049503488851	7.74759948964052	9.36459572975909e-15	1.14536681673093e-13
305	DNAJC22	ENSG00000178401	DnaJ heat shock protein family (Hsp40) member C22	protein-coding	27.3459287330689	2.36558711933037	0.225113701473469	10.50841021158	7.90142555874433e-26	2.86169688391649e-24
306	DOC2A	ENSG00000149927	double C2 domain alpha	protein-coding	343.683414869675	1.54034846795262	0.195819100949167	7.86618088065109	3.6563177342287e-15	4.70328540543681e-14
307	DOK5	ENSG00000101134	docking protein 5	protein-coding	113.311903415503	2.09315978150907	0.165752098349367	12.6282551011643	1.47513056363542e-36	1.47925458456601e-34
308	DPEP1	ENSG00000015413	dipeptidase 1	protein-coding	138.350577368407	2.43255621500852	0.169570950922717	14.3453592833668	1.13908837576582e-46	2.68940207402329e-44
309	DPP6	ENSG00000130226	dipeptidyl peptidase like 6	protein-coding	53.90463932438	-1.61398285879198	0.146785576487132	-10.9955139831703	4.01618815994889e-28	1.78357003712778e-26
310	DQX1	ENSG00000144045	DEAQ-box RNA dependent ATPase 1	protein-coding	24.0580606805267	1.79989749821636	0.162717626915984	11.061478294209	1.92891823544637e-28	8.94979674814571e-27
311	DRC1	ENSG00000157856	dynein regulatory complex subunit 1	protein-coding	63.2093065859414	1.86498296316401	0.312347366867677	5.9708618064134	2.36003587601133e-09	1.47025347893665e-08
312	DRC7	ENSG00000159625	dynein regulatory complex subunit 7	protein-coding	278.79373690069	1.85120990454764	0.238593508887881	7.7588443758441	8.57067409483209e-15	1.05383554954599e-13
313	DRD2	ENSG00000149295	dopamine receptor D2	protein-coding	14.7717117780823	1.95961926835807	0.196274215533408	9.98408916338031	1.78936874268612e-23	5.22723609618556e-22
314	DRD5	ENSG00000169676	dopamine receptor D5	protein-coding	13.7402402774118	2.89257978496574	0.186509400084252	15.5090294840854	3.01400079341821e-54	1.40542856997091e-51
315	DSC3	ENSG00000134762	desmocollin 3	protein-coding	43.668690553566	3.70766200219426	0.354562271497711	10.4570122098233	1.36079108284775e-25	4.76200286628072e-24
316	DUSP14	ENSG00000276023	dual specificity phosphatase 14	protein-coding	157.82991638365	1.5430831406682	0.173072792628887	8.91580425339857	4.84288360075561e-19	9.46849737120479e-18
317	DUSP14	ENSG00000275932	dual specificity phosphatase 14	protein-coding	157.82991638365	1.5430831406682	0.173072792628887	8.91580425339857	4.84288360075561e-19	9.46849737120479e-18
318	DUSP9	ENSG00000130829	dual specificity phosphatase 9	protein-coding	9.20010975410727	2.05281495713513	0.219441298399618	9.35473391793741	8.38104011714341e-21	1.95160000330785e-19
319	DYDC1	ENSG00000170788	DPY30 domain containing 1	protein-coding	47.7499671738508	1.51998871416069	0.32116773808181	4.73269427134525	2.21559078495375e-06	9.3348089724322e-06
320	DYDC2	ENSG00000133665	DPY30 domain containing 2	protein-coding	738.647124138438	1.75637660925622	0.268914484422737	6.53135740540913	6.51762574249985e-11	5.01927148427362e-10
321	EBF3	ENSG00000108001	EBF transcription factor 3	protein-coding	29.0581145279834	1.90630096587171	0.159730736318147	11.9344655249995	7.82599435002324e-33	5.30801624060485e-31
322	ECEL1	ENSG00000171551	endothelin converting enzyme like 1	protein-coding	19.7532841326358	2.63110197533424	0.329810043805935	7.97762840989287	1.49171681415449e-15	2.00746767803821e-14
323	ECT2L	ENSG00000203734	epithelial cell transforming 2 like	protein-coding	246.715393459804	1.82008987697405	0.249068149530242	7.30759786189787	2.7196024940378e-13	2.80875003980028e-12
324	EEF1AKMT4-ECE2	ENSG00000284917	EEF1AKMT4-ECE2 readthrough	protein-coding	0.883788878376737	1.76965428327012	0.451755674139266	3.91728180645844	8.95530394898559e-05	0.000291915989612861
325	EFCAB1	ENSG00000034239	EF-hand calcium binding domain 1	protein-coding	958.53043345678	1.71177071875412	0.241756564546339	7.08055527661179	1.43577978659041e-12	1.35595770022706e-11
326	EFCAB10	ENSG00000185055	EF-hand calcium binding domain 10	protein-coding	293.88253246719	1.50071520201183	0.186296758794241	8.05550891880693	7.91487975496244e-16	1.09969147683741e-14
327	ENKUR	ENSG00000151023	enkurin, TRPC channel interacting protein	protein-coding	383.067588571062	1.78952247912088	0.249849441873629	7.16240334859744	7.92747591140022e-13	7.7537116255604e-12
328	ENTPD2	ENSG00000054179	ectonucleoside triphosphate diphosphohydrolase 2	protein-coding	51.2308268250209	1.84913497500487	0.18679021891105	9.89952785421505	4.18244881716414e-23	1.16434381101113e-21
329	EPB41L5	ENSG00000115109	erythrocyte membrane protein band 4.1 like 5	protein-coding	714.735103624289	-1.61200077210601	0.0942810087887579	-17.0978311837731	1.54030511209964e-65	2.20998238083711e-62
330	EPHA10	ENSG00000183317	EPH receptor A10	protein-coding	25.2588033190398	2.14387685333823	0.19274399463145	11.1229242573164	9.70382816304198e-29	4.6054911678641e-27
331	EPN3	ENSG00000049283	epsin 3	protein-coding	90.5900027743911	1.82080143958602	0.173437538978872	10.4983122471994	8.79383120539298e-26	3.16645829426621e-24
332	ERICH3	ENSG00000178965	glutamate rich 3	protein-coding	197.761259547957	1.67057971683783	0.26613790789234	6.27712049766931	3.44900786328984e-10	2.40669265492264e-09
333	ERN2	ENSG00000134398	endoplasmic reticulum to nucleus signaling 2	protein-coding	426.290879588405	2.99162476446661	0.217431009263568	13.7589609439755	4.49947101507739e-43	7.56073273632643e-41
334	ERVV-1	ENSG00000269526	endogenous retrovirus group V member 1, envelope	protein-coding	2.01075665347738	1.59103781628537	0.26676170549734	5.96426617275933	2.45735885214646e-09	1.52695812900206e-08
335	ESM1	ENSG00000164283	endothelial cell specific molecule 1	protein-coding	84.7976303965398	-1.56965004288344	0.266271712744486	-5.89491849023284	3.74866378502924e-09	2.26718796752158e-08
336	ESPN	ENSG00000187017	espin	protein-coding	273.036974762222	1.9324660623748	0.206498836718033	9.35824188207665	8.10744675756573e-21	1.89261698275489e-19
337	EYA1	ENSG00000104313	EYA transcriptional coactivator and phosphatase 1	protein-coding	41.9743375498523	1.91168069735043	0.294881028124034	6.48288806340683	8.99832595448853e-11	6.8060330779854e-10
338	EYA2	ENSG00000064655	EYA transcriptional coactivator and phosphatase 2	protein-coding	133.975943350593	1.94743212736951	0.162836287148655	11.9594481148522	5.79457467209135e-33	3.98820689239291e-31
339	F11	ENSG00000088926	coagulation factor XI	protein-coding	221.084973291629	-1.63422832445041	0.189853540760661	-8.6078369563336	7.44520478626059e-18	1.3063777956099e-16
340	FABP12	ENSG00000197416	fatty acid binding protein 12	protein-coding	6.22113173604311	-2.08936664400308	0.357115336152839	-5.85067744922851	4.89574830372312e-09	2.91277503543999e-08
341	FAM107A	ENSG00000168309	family with sequence similarity 107 member A	protein-coding	549.546204260659	-1.68343118194729	0.191723561635075	-8.78051277365439	1.62731031379909e-18	3.0201584052717e-17
342	FAM155B	ENSG00000130054	family with sequence similarity 155 member B	protein-coding	11.2780443321211	2.01942859106483	0.17993875817599	11.2228661103113	3.14896372160825e-29	1.5497221988242e-27
343	FAM163A	ENSG00000143340	family with sequence similarity 163 member A	protein-coding	4.32417950239717	2.01089794458671	0.202749200780625	9.91815472931265	3.47113912680455e-23	9.7066996991242e-22
344	FAM163A	ENSG00000243062	family with sequence similarity 163 member A	protein-coding	4.32417950239717	2.01089794458671	0.202749200780625	9.91815472931265	3.47113912680455e-23	9.7066996991242e-22
345	FAM166B	ENSG00000215187	family with sequence similarity 166 member B	protein-coding	535.896626279711	1.61276579272239	0.244592265506684	6.59369088953598	4.29024503899959e-11	3.3636675270038e-10
346	FAM167A	ENSG00000154319	family with sequence similarity 167 member A	protein-coding	48.5469384763474	-2.91603012145994	0.179496239242832	-16.2456335228003	2.39850807619264e-59	1.86404052654771e-56
347	FAM183A	ENSG00000186973	family with sequence similarity 183 member A	protein-coding	2654.29005347805	1.69554396169495	0.256893395561525	6.60018510008316	4.1064474615993e-11	3.23042842909111e-10
348	FAM189A1	ENSG00000104059	family with sequence similarity 189 member A1	protein-coding	66.6806929224039	-1.5943013530516	0.133836187892098	-11.9123338624749	1.02079453762578e-32	6.79994989849862e-31
349	FAM189A1	ENSG00000273564	family with sequence similarity 189 member A1	protein-coding	66.6806929224039	-1.5943013530516	0.133836187892098	-11.9123338624749	1.02079453762578e-32	6.79994989849862e-31
350	FAM216B	ENSG00000179813	family with sequence similarity 216 member B	protein-coding	166.441609390341	1.67405659386813	0.306994642659933	5.45304823355674	4.9513631862304e-08	2.61400583497225e-07
351	FAM227A	ENSG00000184949	family with sequence similarity 227 member A	protein-coding	98.6597651704346	1.56651963260442	0.184531710379285	8.48916226584909	2.08131946686957e-17	3.47234084937846e-16
352	FAM3D	ENSG00000198643	FAM3 metabolism regulating signaling molecule D	protein-coding	171.220789284912	1.99792692933975	0.222794928336707	8.96756018754747	3.03154841494736e-19	6.04107276021349e-18
353	FAM71A	ENSG00000162771	family with sequence similarity 71 member A	protein-coding	11.9766299019909	-2.57902719167253	0.408923979218735	-6.30686221091721	2.84749113990017e-10	2.01408436637914e-09
354	FAM71E2	ENSG00000180043	family with sequence similarity 71 member E2	protein-coding	0.50640784252797	1.58637227428368	0.52560091794487	3.01820681837179	0.00254275306066959	0.00637208519247739
355	FAM81B	ENSG00000153347	family with sequence similarity 81 member B	protein-coding	754.468531851819	1.68709183100089	0.232202195579027	7.26561532630603	3.71343953412437e-13	3.77661255128069e-12
356	FAM83A	ENSG00000147689	family with sequence similarity 83 member A	protein-coding	102.4450840729	3.34667876204758	0.184610410046124	18.1283317729018	1.90449699118932e-73	7.10453557593264e-70
357	FAM83D	ENSG00000101447	family with sequence similarity 83 member D	protein-coding	20.645789645708	2.10872348829169	0.379754435550256	5.55286071968112	2.81031992383761e-08	1.52555550696796e-07
358	FAM83F	ENSG00000133477	family with sequence similarity 83 member F	protein-coding	23.3702828007859	2.79066837130279	0.280730913615066	9.94072343286466	2.76809475969157e-23	7.85852411838159e-22
359	FAM95C	ENSG00000283486	family with sequence similarity 95 member C	ncRNA	133.053397330962	1.6606627793695	0.168976562907249	9.82776990369392	8.54908932633121e-23	2.32784838123693e-21
360	FANK1	ENSG00000203780	fibronectin type III and ankyrin repeat domains 1	protein-coding	1058.26560722321	1.73512288775162	0.183832771874752	9.43859394631653	3.77815044161499e-21	9.14008586731553e-20
361	FAP	ENSG00000078098	fibroblast activation protein alpha	protein-coding	385.532003536746	1.62254139282779	0.151239836793008	10.7282672821742	7.49890745480029e-27	2.9570744576519e-25
362	FAT2	ENSG00000086570	FAT atypical cadherin 2	protein-coding	90.8026420202587	3.5020119621612	0.216919876424904	16.1442649695292	1.2462422647693e-58	8.30175382945605e-56
363	FCN3	ENSG00000142748	ficolin 3	protein-coding	22252.5368797705	-2.2215866814631	0.205141560390653	-10.8295299949582	2.49432310822215e-27	1.02929457111857e-25
364	FCRL4	ENSG00000163518	Fc receptor like 4	protein-coding	1.63159276150366	2.43835244885213	0.400546518901891	6.08756370055827	1.14641769237733e-09	7.42980639271092e-09
365	FCRL5	ENSG00000143297	Fc receptor like 5	protein-coding	373.693715228813	2.61391156778496	0.14079415483096	18.5654835665818	6.11341859967147e-77	2.85068709302681e-73
366	FCRLA	ENSG00000132185	Fc receptor like A	protein-coding	127.756055219464	2.80713202285308	0.173720334072516	16.1589144865523	9.82769835830957e-59	6.78911962145149e-56
367	FDCSP	ENSG00000181617	follicular dendritic cell secreted protein	protein-coding	445.98067021437	4.81681633491312	0.370409497517627	13.0040303156209	1.16061740073482e-38	1.36149910430854e-36
368	FER1L6	ENSG00000214814	fer-1 like family member 6	protein-coding	7.85310571872707	2.082127951713	0.266647317433549	7.8085464041163	5.78512954206525e-15	7.26627853323913e-14
369	FERMT1	ENSG00000101311	FERM domain containing kindlin 1	protein-coding	97.3667080471006	1.5968836284355	0.116301543099031	13.7305454930701	6.66299602526273e-43	1.09980709613452e-40
370	FETUB	ENSG00000090512	fetuin B	protein-coding	1.52235707046301	2.57197226309292	0.384192256162568	6.69449272294706	2.16421054779363e-11	1.75890436328744e-10
371	FEZF1	ENSG00000128610	FEZ family zinc finger 1	protein-coding	5.10183510781696	1.63314286128657	0.257998245057714	6.33005414793125	2.45075179654947e-10	1.74871547472229e-09
372	FHL2	ENSG00000115641	four and a half LIM domains 2	protein-coding	1196.07256055426	2.07553002812886	0.109265154313374	18.9953516395191	1.86335260201962e-80	1.158508424429e-76
373	FIBIN	ENSG00000176971	fin bud initiation factor homolog	protein-coding	1563.09893944429	-1.6078830922699	0.131580284385959	-12.2197873319195	2.43721438323456e-34	1.91809800321059e-32
374	FLNC	ENSG00000128591	filamin C	protein-coding	614.712980184953	1.65842606889263	0.164520552204503	10.0803580262189	6.74797903325684e-24	2.05323499067384e-22
375	FNDC1	ENSG00000164694	fibronectin type III domain containing 1	protein-coding	76.3231060056943	1.92975753938551	0.218294224353584	8.84016764575397	9.55750837256231e-19	1.80797815583197e-17
376	FNDC4	ENSG00000115226	fibronectin type III domain containing 4	protein-coding	103.687776760419	1.68252931452418	0.187647340774004	8.96644368944491	3.06242396928435e-19	6.08958761994581e-18
377	FOXE1	ENSG00000178919	forkhead box E1	protein-coding	7.0516420213231	3.07125029554772	0.283309101203868	10.8406340724566	2.20934421178043e-27	9.15748627513968e-26
378	FOXI2	ENSG00000186766	forkhead box I2	protein-coding	19.5857385157153	1.54990117183891	0.164915222942944	9.3981692179814	5.55206811960441e-21	1.31085031097293e-19
379	FOXN4	ENSG00000139445	forkhead box N4	protein-coding	7.43004508605935	1.52214154989736	0.26303958772704	5.78673941458921	7.17657758794424e-09	4.18293499117697e-08
380	FRMPD2	ENSG00000170324	FERM and PDZ domain containing 2	protein-coding	193.968776606517	2.06907273768732	0.267291850427994	7.74087475684077	9.87351227341232e-15	1.20524051651627e-13
381	FUT2	ENSG00000176920	fucosyltransferase 2	protein-coding	191.642041987867	2.01419982122046	0.15380406454539	13.0958816151834	3.47614406066688e-39	4.41315415186593e-37
382	FUT6	ENSG00000156413	fucosyltransferase 6	protein-coding	47.4580373167977	2.26970829526585	0.20962224081074	10.8276120247902	2.54711282122637e-27	1.04875824153453e-25
383	FXYD4	ENSG00000150201	FXYD domain containing ion transport regulator 4	protein-coding	77.3829591402503	-1.75792439794624	0.213194608428375	-8.24563252750753	1.64288828859403e-16	2.49131319990697e-15
384	GABRA5	ENSG00000186297	gamma-aminobutyric acid type A receptor subunit alpha5	protein-coding	0.758554722001887	2.54541957156642	0.509738588436902	4.99357833467517	5.92707292125579e-07	2.71093094966315e-06
385	GABRG3	ENSG00000182256	gamma-aminobutyric acid type A receptor subunit gamma3	protein-coding	3.14685241378223	1.82725989759638	0.286287611784999	6.38260204904935	1.74103927503107e-10	1.26603760459569e-09
386	GALNT13	ENSG00000144278	polypeptide N-acetylgalactosaminyltransferase 13	protein-coding	14.9104450591327	-1.64455243769999	0.189996953075994	-8.65567795206807	4.89990355376113e-18	8.72903544266978e-17
387	GAP43	ENSG00000172020	growth associated protein 43	protein-coding	26.2332694905789	2.7895439417413	0.172908731820087	16.1330426310908	1.49471626662076e-58	9.61360269138293e-56
388	GAS2L2	ENSG00000270765	growth arrest specific 2 like 2	protein-coding	264.30233619217	1.69353495649521	0.230372001450562	7.35130547910201	1.96280256935907e-13	2.0509912338199e-12
389	GATA4	ENSG00000136574	GATA binding protein 4	protein-coding	9.3812994699249	1.70088633710628	0.278976728271857	6.09687534742609	1.08161795437406e-09	7.03674157132365e-09
390	GATA4	ENSG00000285109	GATA binding protein 4	protein-coding	9.3812994699249	1.70088633710628	0.278976728271857	6.09687534742609	1.08161795437406e-09	7.03674157132365e-09
391	GBP6	ENSG00000183347	guanylate binding protein family member 6	protein-coding	51.0283105958432	1.63827772323678	0.200591364382923	8.1672395433203	3.15525992560273e-16	4.58348194177119e-15
392	GCNT3	ENSG00000140297	glucosaminyl (N-acetyl) transferase 3, mucin type	protein-coding	89.1858944506122	2.57286966351933	0.18274187240102	14.0792563286933	5.09430500612523e-45	1.03281496711139e-42
393	GCOM1	ENSG00000137878	GCOM1, MYZAP-POLR2M combined locus	protein-coding	163.215593249529	-1.80055700672926	0.149050452748628	-12.0801847530506	1.34417365881715e-33	9.8319714055912e-32
394	GDA	ENSG00000119125	guanine deaminase	protein-coding	32.7627903784539	1.80066395129829	0.16234731376186	11.0914305236957	1.3806205758414e-28	6.45396866681549e-27
395	GDF15	ENSG00000130513	growth differentiation factor 15	protein-coding	2954.63544473097	1.62989821106179	0.157727953868593	10.333603974979	4.96589875241657e-25	1.63357925097132e-23
396	GGTLC1	ENSG00000149435	gamma-glutamyltransferase light chain 1	protein-coding	1508.43365617129	-2.05586495653075	0.167224830219982	-12.2940173048841	9.75356810295827e-35	8.19475460614314e-33
397	GHRHR	ENSG00000106128	growth hormone releasing hormone receptor	protein-coding	27.30706469405	-1.96697660825608	0.222758547146093	-8.83008366438152	1.04597455029889e-18	1.97265089101869e-17
398	GIP	ENSG00000159224	gastric inhibitory polypeptide	protein-coding	0.698193190268028	2.52498358014631	0.576942423799062	4.3764914417625	1.20604924566426e-05	4.52893709082539e-05
399	GJB3	ENSG00000188910	gap junction protein beta 3	protein-coding	70.6835669200214	1.92014780921202	0.171017044693406	11.2278154066713	2.97749312990199e-29	1.47310880262419e-27
400	GJB5	ENSG00000189280	gap junction protein beta 5	protein-coding	92.0814972936732	2.75692645366378	0.208803194807586	13.2034687314259	8.37862103059766e-40	1.12430244217775e-37
401	GLIS1	ENSG00000174332	GLIS family zinc finger 1	protein-coding	15.5082117666963	1.55861788032602	0.140930439506604	11.0594835706376	1.97229819698217e-28	9.12836376429566e-27
402	GLYATL2	ENSG00000156689	glycine-N-acyltransferase like 2	protein-coding	7.02180676738679	2.17175886114918	0.285965947546591	7.59446668311912	3.09062653619994e-14	3.54310793811931e-13
403	GNG4	ENSG00000168243	G protein subunit gamma 4	protein-coding	16.7205690466455	1.50017570542785	0.170324449836718	8.80775312567277	1.2767924921376e-18	2.3910375063605e-17
404	GNG4	ENSG00000282972	G protein subunit gamma 4	protein-coding	16.7205690466455	1.50017570542785	0.170324449836718	8.80775312567277	1.2767924921376e-18	2.3910375063605e-17
405	GNLY	ENSG00000115523	granulysin	protein-coding	3275.48656016695	-1.85495667454849	0.164949314838352	-11.2456161237548	2.43391266607044e-29	1.20737603849856e-27
406	GP9	ENSG00000169704	glycoprotein IX platelet	protein-coding	63.8626040740329	-1.725861093741	0.173619695787935	-9.94046836626777	2.77519204264697e-23	7.86669938897435e-22
407	GPR12	ENSG00000132975	G protein-coupled receptor 12	protein-coding	0.939128885761007	1.63879404300685	0.394068905261964	4.15864845240057	3.20136148569662e-05	0.00011264250977403
408	GPR142	ENSG00000257008	G protein-coupled receptor 142	protein-coding	8.52422807131854	2.17516734557812	0.224834180236781	9.67454033584828	3.86826025888298e-22	1.01193254345982e-20
409	GPR87	ENSG00000138271	G protein-coupled receptor 87	protein-coding	206.070218335102	4.12663253596164	0.260891722489757	15.8174145832613	2.35986049350781e-56	1.29459170367376e-53
410	GREM1	ENSG00000166923	gremlin 1, DAN family BMP antagonist	protein-coding	223.048893748856	3.40616029814166	0.299475747017642	11.373743390115	5.65108941478998e-30	2.96078988102985e-28
411	GREM1	ENSG00000276886	gremlin 1, DAN family BMP antagonist	protein-coding	223.048893748856	3.40616029814166	0.299475747017642	11.373743390115	5.65108941478998e-30	2.96078988102985e-28
412	GREM1	ENSG00000282046	gremlin 1, DAN family BMP antagonist	protein-coding	223.048893748856	3.40616029814166	0.299475747017642	11.373743390115	5.65108941478998e-30	2.96078988102985e-28
413	GRHL3	ENSG00000158055	grainyhead like transcription factor 3	protein-coding	24.7843888895242	1.98537390449937	0.161853272538668	12.2665045529126	1.37042853445957e-34	1.1211067116114e-32
414	GRIA1	ENSG00000155511	glutamate ionotropic receptor AMPA type subunit 1	protein-coding	227.452956385691	-1.80629631200076	0.121560487445037	-14.8592388033773	6.06099330745887e-50	1.85327290443808e-47
415	GRID2	ENSG00000152208	glutamate ionotropic receptor delta type subunit 2	protein-coding	3.06102958360353	-1.81244649170501	0.230397575651055	-7.86660400650232	3.64397787223568e-15	4.69064701676603e-14
416	GRIN3B	ENSG00000116032	glutamate ionotropic receptor NMDA type subunit 3B	protein-coding	120.503689290975	1.53076268838764	0.186188527350412	8.22157363921089	2.00850117857276e-16	3.01146012722983e-15
417	GRM7	ENSG00000196277	glutamate metabotropic receptor 7	protein-coding	58.5371395291347	2.70060317122496	0.281018185919422	9.6100654923426	7.25028555501854e-22	1.85249761879734e-20
418	GRM8	ENSG00000179603	glutamate metabotropic receptor 8	protein-coding	25.5159977745429	-2.70151972628617	0.206709119153029	-13.0691850333231	4.93918344815828e-39	6.06089800493738e-37
419	GSDMC	ENSG00000147697	gasdermin C	protein-coding	117.703652757447	1.63316734844014	0.15354650909164	10.6363039974125	2.01983262452104e-26	7.75029769085934e-25
420	GSDMC	ENSG00000285114	gasdermin C	protein-coding	117.703652757447	1.63316734844014	0.15354650909164	10.6363039974125	2.01983262452104e-26	7.75029769085934e-25
421	GSTA1	ENSG00000243955	glutathione S-transferase alpha 1	protein-coding	88.0441400962016	2.16298604442735	0.369560050153325	5.8528676017063	4.83168757949886e-09	2.87649654429661e-08
422	GTSF1L	ENSG00000124196	gametocyte specific factor 1 like	protein-coding	3.10275003385881	2.10127572833589	0.324000197918429	6.48541495294059	8.84879038124773e-11	6.70108153434968e-10
423	GUCA1A	ENSG00000048545	guanylate cyclase activator 1A	protein-coding	2.99286117542357	2.47829605382654	0.278604304454214	8.89539757356414	5.82105241987936e-19	1.12745866807466e-17
424	GUCY2F	ENSG00000101890	guanylate cyclase 2F, retinal	protein-coding	3.2088596596706	1.76630621046147	0.293021619785114	6.02790405621531	1.66099599307757e-09	1.05592696874174e-08
425	GYG2	ENSG00000056998	glycogenin 2	protein-coding	92.4853783193077	1.55218351868073	0.119925189444716	12.9429315548113	2.57608515620888e-38	2.92982563009805e-36
426	HABP2	ENSG00000148702	hyaluronan binding protein 2	protein-coding	16.5566000567233	1.63600818483834	0.31153146708436	5.25150220024265	1.50863731010329e-07	7.47982538757218e-07
427	HAS1	ENSG00000105509	hyaluronan synthase 1	protein-coding	392.664369332189	1.7116638995062	0.32783715956674	5.22107958038767	1.77883074197864e-07	8.72206913758823e-07
428	HBA2	ENSG00000188536	hemoglobin subunit alpha 2	protein-coding	297.433642614897	-1.50941908252162	0.265759414840758	-5.67964481493932	1.3497473153712e-08	7.60588728891347e-08
429	HBZ	ENSG00000130656	hemoglobin subunit zeta	protein-coding	12.8717020749195	-2.04417862740217	0.22733654157223	-8.9918611995454	2.43078572242737e-19	4.91213600159429e-18
430	HELT	ENSG00000187821	helt bHLH transcription factor	protein-coding	12.0632192177637	-2.97776085090198	0.263310352587359	-11.3089395143096	1.18513242763389e-29	6.03964208749382e-28
431	HEPACAM	ENSG00000165478	hepatic and glial cell adhesion molecule	protein-coding	0.77246734858582	1.58913606045083	0.681255320250273	2.33265856898854	0.0196660723185397	0.0400852730151652
432	HHATL	ENSG00000010282	hedgehog acyltransferase like	protein-coding	150.500666696286	1.88486844143378	0.224954621326728	8.37888295122491	5.34323781085711e-17	8.52541245920503e-16
433	HHIP	ENSG00000164161	hedgehog interacting protein	protein-coding	499.381890824794	-1.52105657252026	0.172431140843737	-8.82124055479453	1.13198541242696e-18	2.13270625379674e-17
434	HHLA2	ENSG00000114455	HERV-H LTR-associating 2	protein-coding	373.633024576308	2.07454977169793	0.205001014531353	10.1197049021465	4.51775655775302e-24	1.39281314570594e-22
435	HIF3A	ENSG00000124440	hypoxia inducible factor 3 subunit alpha	protein-coding	1203.52215416093	-1.70534831619678	0.154697964930233	-11.0237281852148	2.93639756468823e-28	1.33259579991642e-26
436	HMGA2	ENSG00000149948	high mobility group AT-hook 2	protein-coding	12.8124683886278	1.65366555477533	0.157380991445595	10.5074033375052	7.98621947957602e-26	2.88680166149326e-24
437	HMGCS2	ENSG00000134240	3-hydroxy-3-methylglutaryl-CoA synthase 2	protein-coding	67.6842795547878	-2.93942683609507	0.273520337220576	-10.7466481869851	6.14543656044599e-27	2.44924535738117e-25
